,zipcode,Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+),borough,landuse_1.0,landuse_2.0,landuse_3.0,landuse_4.0,landuse_5.0,landuse_6.0,landuse_7.0,landuse_8.0,landuse_9.0,landuse_10.0,landuse_11.0,total_bldgarea
641,11105.0,"$75,000 -  $99,999",2060,1200,600,160,300,QN,6036939.0,6171601.0,300729.0,3132699.0,915177.0,2558293.0,87859.0,1015376.0,52470.0,209362.0,0.0,20480505.0
642,11105.0,"$100,000 - $199,999",2660,940,1500,150,390,QN,6036939.0,6171601.0,300729.0,3132699.0,915177.0,2558293.0,87859.0,1015376.0,52470.0,209362.0,0.0,20480505.0
643,11105.0,"$200,000+",740,140,570,30,120,QN,6036939.0,6171601.0,300729.0,3132699.0,915177.0,2558293.0,87859.0,1015376.0,52470.0,209362.0,0.0,20480505.0
644,11106.0,total,"22,030","13,970","5,070","2,450","3,420",QN,2140733.0,5987310.0,5981436.0,3067006.0,1820287.0,2091941.0,149665.0,2054763.0,1800.0,145206.0,0.0,23440147.0
645,11106.0,"< $25,000",7350,4950,1230,1020,1470,QN,2140733.0,5987310.0,5981436.0,3067006.0,1820287.0,2091941.0,149665.0,2054763.0,1800.0,145206.0,0.0,23440147.0
646,11106.0,"$25,000 - $49,999",4970,3250,900,710,660,QN,2140733.0,5987310.0,5981436.0,3067006.0,1820287.0,2091941.0,149665.0,2054763.0,1800.0,145206.0,0.0,23440147.0
647,11106.0,"$50,000 - $74,999",4020,2780,720,390,510,QN,2140733.0,5987310.0,5981436.0,3067006.0,1820287.0,2091941.0,149665.0,2054763.0,1800.0,145206.0,0.0,23440147.0
648,11106.0,"$75,000 -  $99,999",2270,1480,540,170,300,QN,2140733.0,5987310.0,5981436.0,3067006.0,1820287.0,2091941.0,149665.0,2054763.0,1800.0,145206.0,0.0,23440147.0
649,11106.0,"$100,000 - $199,999",2820,1360,1250,160,400,QN,2140733.0,5987310.0,5981436.0,3067006.0,1820287.0,2091941.0,149665.0,2054763.0,1800.0,145206.0,0.0,23440147.0
650,11106.0,"$200,000+",600,150,430,** ,80,QN,2140733.0,5987310.0,5981436.0,3067006.0,1820287.0,2091941.0,149665.0,2054763.0,1800.0,145206.0,0.0,23440147.0
651,11109.0,total,"3,590","2,180","1,130",130,220,QN,0.0,0.0,1705496.0,2031122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736618.0
652,11109.0,"< $25,000",330,270,30,30,30,QN,0.0,0.0,1705496.0,2031122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736618.0
653,11109.0,"$25,000 - $49,999",310,250,30,** ,30,QN,0.0,0.0,1705496.0,2031122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736618.0
654,11109.0,"$50,000 - $74,999",400,340,30,30,** ,QN,0.0,0.0,1705496.0,2031122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736618.0
655,11109.0,"$75,000 -  $99,999",390,320,40,** ,20,QN,0.0,0.0,1705496.0,2031122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736618.0
656,11109.0,"$100,000 - $199,999",1080,700,280,40,70,QN,0.0,0.0,1705496.0,2031122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736618.0
657,11109.0,"$200,000+",1080,300,720,30,70,QN,0.0,0.0,1705496.0,2031122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3736618.0
658,11201.0,total,"33,550","20,950","9,290","2,350","5,200",BK,3058872.0,5881685.0,41968373.0,25234429.0,22343325.0,1152917.0,4153730.0,11155729.0,516665.0,236873.0,113700.0,115816298.0
659,11201.0,"< $25,000",5920,4480,570,740,1120,BK,3058872.0,5881685.0,41968373.0,25234429.0,22343325.0,1152917.0,4153730.0,11155729.0,516665.0,236873.0,113700.0,115816298.0
660,11201.0,"$25,000 - $49,999",4110,2980,440,570,680,BK,3058872.0,5881685.0,41968373.0,25234429.0,22343325.0,1152917.0,4153730.0,11155729.0,516665.0,236873.0,113700.0,115816298.0
661,11201.0,"$50,000 - $74,999",4260,3410,380,320,640,BK,3058872.0,5881685.0,41968373.0,25234429.0,22343325.0,1152917.0,4153730.0,11155729.0,516665.0,236873.0,113700.0,115816298.0
662,11201.0,"$75,000 -  $99,999",3560,2800,420,200,540,BK,3058872.0,5881685.0,41968373.0,25234429.0,22343325.0,1152917.0,4153730.0,11155729.0,516665.0,236873.0,113700.0,115816298.0
663,11201.0,"$100,000 - $199,999",7880,5110,2210,290,1180,BK,3058872.0,5881685.0,41968373.0,25234429.0,22343325.0,1152917.0,4153730.0,11155729.0,516665.0,236873.0,113700.0,115816298.0
664,11201.0,"$200,000+",7820,2170,5270,230,1040,BK,3058872.0,5881685.0,41968373.0,25234429.0,22343325.0,1152917.0,4153730.0,11155729.0,516665.0,236873.0,113700.0,115816298.0
665,11203.0,total,"38,170","19,000","5,390","12,800","8,850",BK,14155476.0,7324789.0,3651610.0,3487207.0,1029930.0,946906.0,339939.0,8286089.0,62513.0,607278.0,0.0,39891737.0
666,11203.0,"< $25,000",15290,9790,1200,4040,3470,BK,14155476.0,7324789.0,3651610.0,3487207.0,1029930.0,946906.0,339939.0,8286089.0,62513.0,607278.0,0.0,39891737.0
667,11203.0,"$25,000 - $49,999",11470,5130,1310,4720,2460,BK,14155476.0,7324789.0,3651610.0,3487207.0,1029930.0,946906.0,339939.0,8286089.0,62513.0,607278.0,0.0,39891737.0
668,11203.0,"$50,000 - $74,999",5910,2400,950,2330,1410,BK,14155476.0,7324789.0,3651610.0,3487207.0,1029930.0,946906.0,339939.0,8286089.0,62513.0,607278.0,0.0,39891737.0
669,11203.0,"$75,000 -  $99,999",2790,990,740,970,700,BK,14155476.0,7324789.0,3651610.0,3487207.0,1029930.0,946906.0,339939.0,8286089.0,62513.0,607278.0,0.0,39891737.0
670,11203.0,"$100,000 - $199,999",2480,650,1040,710,740,BK,14155476.0,7324789.0,3651610.0,3487207.0,1029930.0,946906.0,339939.0,8286089.0,62513.0,607278.0,0.0,39891737.0
671,11203.0,"$200,000+",230,40,150,30,70,BK,14155476.0,7324789.0,3651610.0,3487207.0,1029930.0,946906.0,339939.0,8286089.0,62513.0,607278.0,0.0,39891737.0
672,11204.0,total,"33,780","14,440","14,620","4,170","6,740",BK,13331960.0,10307342.0,3396160.0,4245053.0,970785.0,412062.0,130752.0,4110411.0,39834.0,18996.0,0.0,36963355.0
673,11204.0,"< $25,000",16290,8520,5470,2060,3270,BK,13331960.0,10307342.0,3396160.0,4245053.0,970785.0,412062.0,130752.0,4110411.0,39834.0,18996.0,0.0,36963355.0
674,11204.0,"$25,000 - $49,999",8160,3020,3830,1170,1290,BK,13331960.0,10307342.0,3396160.0,4245053.0,970785.0,412062.0,130752.0,4110411.0,39834.0,18996.0,0.0,36963355.0
675,11204.0,"$50,000 - $74,999",3660,1610,1470,500,750,BK,13331960.0,10307342.0,3396160.0,4245053.0,970785.0,412062.0,130752.0,4110411.0,39834.0,18996.0,0.0,36963355.0
676,11204.0,"$75,000 -  $99,999",2030,660,1090,230,480,BK,13331960.0,10307342.0,3396160.0,4245053.0,970785.0,412062.0,130752.0,4110411.0,39834.0,18996.0,0.0,36963355.0
677,11204.0,"$100,000 - $199,999",2710,530,1950,210,670,BK,13331960.0,10307342.0,3396160.0,4245053.0,970785.0,412062.0,130752.0,4110411.0,39834.0,18996.0,0.0,36963355.0
678,11204.0,"$200,000+",930,100,810,** ,280,BK,13331960.0,10307342.0,3396160.0,4245053.0,970785.0,412062.0,130752.0,4110411.0,39834.0,18996.0,0.0,36963355.0
679,11205.0,total,"19,260","10,850","4,830","3,150","2,050",BK,1877386.0,5715482.0,7268033.0,5752716.0,1133178.0,3872358.0,241321.0,3978181.0,4005.0,64166.0,0.0,29906826.0
680,11205.0,"< $25,000",6840,3990,1490,1250,740,BK,1877386.0,5715482.0,7268033.0,5752716.0,1133178.0,3872358.0,241321.0,3978181.0,4005.0,64166.0,0.0,29906826.0
681,11205.0,"$25,000 - $49,999",4300,2440,810,950,450,BK,1877386.0,5715482.0,7268033.0,5752716.0,1133178.0,3872358.0,241321.0,3978181.0,4005.0,64166.0,0.0,29906826.0
682,11205.0,"$50,000 - $74,999",2790,1870,380,480,310,BK,1877386.0,5715482.0,7268033.0,5752716.0,1133178.0,3872358.0,241321.0,3978181.0,4005.0,64166.0,0.0,29906826.0
683,11205.0,"$75,000 -  $99,999",1680,1070,350,200,220,BK,1877386.0,5715482.0,7268033.0,5752716.0,1133178.0,3872358.0,241321.0,3978181.0,4005.0,64166.0,0.0,29906826.0
684,11205.0,"$100,000 - $199,999",2490,1220,960,220,250,BK,1877386.0,5715482.0,7268033.0,5752716.0,1133178.0,3872358.0,241321.0,3978181.0,4005.0,64166.0,0.0,29906826.0
685,11205.0,"$200,000+",1160,260,840,50,80,BK,1877386.0,5715482.0,7268033.0,5752716.0,1133178.0,3872358.0,241321.0,3978181.0,4005.0,64166.0,0.0,29906826.0
686,11206.0,total,"37,300","21,940","6,610","8,170","3,540",BK,2264241.0,9912101.0,12851429.0,10141483.0,1587155.0,4766908.0,167089.0,5549294.0,8473.0,19163.0,0.0,47267336.0
687,11206.0,"< $25,000",16770,9940,2760,3850,1930,BK,2264241.0,9912101.0,12851429.0,10141483.0,1587155.0,4766908.0,167089.0,5549294.0,8473.0,19163.0,0.0,47267336.0
688,11206.0,"$25,000 - $49,999",10480,5940,1600,2790,850,BK,2264241.0,9912101.0,12851429.0,10141483.0,1587155.0,4766908.0,167089.0,5549294.0,8473.0,19163.0,0.0,47267336.0
689,11206.0,"$50,000 - $74,999",5280,3430,780,970,430,BK,2264241.0,9912101.0,12851429.0,10141483.0,1587155.0,4766908.0,167089.0,5549294.0,8473.0,19163.0,0.0,47267336.0
690,11206.0,"$75,000 -  $99,999",2240,1400,450,340,170,BK,2264241.0,9912101.0,12851429.0,10141483.0,1587155.0,4766908.0,167089.0,5549294.0,8473.0,19163.0,0.0,47267336.0
691,11206.0,"$100,000 - $199,999",2090,1090,740,220,130,BK,2264241.0,9912101.0,12851429.0,10141483.0,1587155.0,4766908.0,167089.0,5549294.0,8473.0,19163.0,0.0,47267336.0
692,11206.0,"$200,000+",440,140,280,** ,30,BK,2264241.0,9912101.0,12851429.0,10141483.0,1587155.0,4766908.0,167089.0,5549294.0,8473.0,19163.0,0.0,47267336.0
693,11207.0,total,"44,570","22,980","5,120","15,720","5,950",BK,11962867.0,10804717.0,6120210.0,5293910.0,1439841.0,4484308.0,911507.0,5352210.0,59503.0,236112.0,0.0,46665185.0
694,11207.0,"< $25,000",21730,13130,1500,6840,2730,BK,11962867.0,10804717.0,6120210.0,5293910.0,1439841.0,4484308.0,911507.0,5352210.0,59503.0,236112.0,0.0,46665185.0
695,11207.0,"$25,000 - $49,999",13080,6030,1430,5410,1570,BK,11962867.0,10804717.0,6120210.0,5293910.0,1439841.0,4484308.0,911507.0,5352210.0,59503.0,236112.0,0.0,46665185.0
696,11207.0,"$50,000 - $74,999",5470,2360,820,2140,870,BK,11962867.0,10804717.0,6120210.0,5293910.0,1439841.0,4484308.0,911507.0,5352210.0,59503.0,236112.0,0.0,46665185.0
697,11207.0,"$75,000 -  $99,999",2250,820,570,790,380,BK,11962867.0,10804717.0,6120210.0,5293910.0,1439841.0,4484308.0,911507.0,5352210.0,59503.0,236112.0,0.0,46665185.0
698,11207.0,"$100,000 - $199,999",1880,590,710,540,360,BK,11962867.0,10804717.0,6120210.0,5293910.0,1439841.0,4484308.0,911507.0,5352210.0,59503.0,236112.0,0.0,46665185.0
699,11207.0,"$200,000+",160,50,90,** ,40,BK,11962867.0,10804717.0,6120210.0,5293910.0,1439841.0,4484308.0,911507.0,5352210.0,59503.0,236112.0,0.0,46665185.0
700,11208.0,total,"44,930","21,070","7,490","15,670","5,920",BK,13183204.0,8104613.0,4659148.0,3907283.0,861300.0,3264492.0,727648.0,3931813.0,35490.0,217260.0,0.0,38892251.0
701,11208.0,total,"44,930","21,070","7,490","15,670","5,920",QN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,11208.0,"< $25,000",23050,13090,2810,6890,2940,BK,13183204.0,8104613.0,4659148.0,3907283.0,861300.0,3264492.0,727648.0,3931813.0,35490.0,217260.0,0.0,38892251.0
703,11208.0,"< $25,000",23050,13090,2810,6890,2940,QN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,11208.0,"$25,000 - $49,999",12990,5150,2140,5470,1500,BK,13183204.0,8104613.0,4659148.0,3907283.0,861300.0,3264492.0,727648.0,3931813.0,35490.0,217260.0,0.0,38892251.0
705,11208.0,"$25,000 - $49,999",12990,5150,2140,5470,1500,QN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,11208.0,"$50,000 - $74,999",5220,1840,1140,2100,820,BK,13183204.0,8104613.0,4659148.0,3907283.0,861300.0,3264492.0,727648.0,3931813.0,35490.0,217260.0,0.0,38892251.0
707,11208.0,"$50,000 - $74,999",5220,1840,1140,2100,820,QN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,11208.0,"$75,000 -  $99,999",2020,620,620,730,350,BK,13183204.0,8104613.0,4659148.0,3907283.0,861300.0,3264492.0,727648.0,3931813.0,35490.0,217260.0,0.0,38892251.0
709,11208.0,"$75,000 -  $99,999",2020,620,620,730,350,QN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,11208.0,"$100,000 - $199,999",1560,370,720,480,310,BK,13183204.0,8104613.0,4659148.0,3907283.0,861300.0,3264492.0,727648.0,3931813.0,35490.0,217260.0,0.0,38892251.0
711,11208.0,"$100,000 - $199,999",1560,370,720,480,310,QN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,11208.0,"$200,000+",90,** ,60,** ,** ,BK,13183204.0,8104613.0,4659148.0,3907283.0,861300.0,3264492.0,727648.0,3931813.0,35490.0,217260.0,0.0,38892251.0
713,11208.0,"$200,000+",90,** ,60,** ,** ,QN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,11209.0,total,"34,340","18,770","10,920","3,710","8,270",BK,12353215.0,5836482.0,10492917.0,6953851.0,1275477.0,28600.0,169494.0,4166220.0,66572.0,103098.0,0.0,41445926.0
715,11209.0,"< $25,000",10630,7170,2130,1110,2490,BK,12353215.0,5836482.0,10492917.0,6953851.0,1275477.0,28600.0,169494.0,4166220.0,66572.0,103098.0,0.0,41445926.0
716,11209.0,"$25,000 - $49,999",6540,3860,1570,940,1380,BK,12353215.0,5836482.0,10492917.0,6953851.0,1275477.0,28600.0,169494.0,4166220.0,66572.0,103098.0,0.0,41445926.0
717,11209.0,"$50,000 - $74,999",5430,3370,1200,680,1250,BK,12353215.0,5836482.0,10492917.0,6953851.0,1275477.0,28600.0,169494.0,4166220.0,66572.0,103098.0,0.0,41445926.0
718,11209.0,"$75,000 -  $99,999",3930,2100,1220,430,940,BK,12353215.0,5836482.0,10492917.0,6953851.0,1275477.0,28600.0,169494.0,4166220.0,66572.0,103098.0,0.0,41445926.0
719,11209.0,"$100,000 - $199,999",5700,1940,3130,470,1600,BK,12353215.0,5836482.0,10492917.0,6953851.0,1275477.0,28600.0,169494.0,4166220.0,66572.0,103098.0,0.0,41445926.0
720,11209.0,"$200,000+",2110,330,1670,80,610,BK,12353215.0,5836482.0,10492917.0,6953851.0,1275477.0,28600.0,169494.0,4166220.0,66572.0,103098.0,0.0,41445926.0
721,11210.0,total,"29,650","14,000","6,860","7,980","6,730",BK,14121558.0,2589933.0,9094369.0,2489547.0,1576546.0,508507.0,82703.0,4357640.0,580.0,33625.0,0.0,34855008.0
722,11210.0,"< $25,000",11050,7110,1180,2540,2180,BK,14121558.0,2589933.0,9094369.0,2489547.0,1576546.0,508507.0,82703.0,4357640.0,580.0,33625.0,0.0,34855008.0
723,11210.0,"$25,000 - $49,999",7790,3450,1280,2830,1480,BK,14121558.0,2589933.0,9094369.0,2489547.0,1576546.0,508507.0,82703.0,4357640.0,580.0,33625.0,0.0,34855008.0
724,11210.0,"$50,000 - $74,999",4330,1830,910,1430,1070,BK,14121558.0,2589933.0,9094369.0,2489547.0,1576546.0,508507.0,82703.0,4357640.0,580.0,33625.0,0.0,34855008.0
725,11210.0,"$75,000 -  $99,999",2340,820,750,680,610,BK,14121558.0,2589933.0,9094369.0,2489547.0,1576546.0,508507.0,82703.0,4357640.0,580.0,33625.0,0.0,34855008.0
726,11210.0,"$100,000 - $199,999",2840,690,1600,460,930,BK,14121558.0,2589933.0,9094369.0,2489547.0,1576546.0,508507.0,82703.0,4357640.0,580.0,33625.0,0.0,34855008.0
727,11210.0,"$200,000+",1300,100,1140,40,460,BK,14121558.0,2589933.0,9094369.0,2489547.0,1576546.0,508507.0,82703.0,4357640.0,580.0,33625.0,0.0,34855008.0
728,11211.0,total,"31,170","20,540","6,940","3,060","2,720",BK,2079615.0,11475167.0,7312856.0,10081614.0,1722362.0,2727434.0,121267.0,2548296.0,37886.0,249953.0,0.0,38356450.0
729,11211.0,"< $25,000",9730,5930,2400,1260,1390,BK,2079615.0,11475167.0,7312856.0,10081614.0,1722362.0,2727434.0,121267.0,2548296.0,37886.0,249953.0,0.0,38356450.0
730,11211.0,"$25,000 - $49,999",6540,4290,1110,1010,510,BK,2079615.0,11475167.0,7312856.0,10081614.0,1722362.0,2727434.0,121267.0,2548296.0,37886.0,249953.0,0.0,38356450.0
731,11211.0,"$50,000 - $74,999",5110,3970,580,430,300,BK,2079615.0,11475167.0,7312856.0,10081614.0,1722362.0,2727434.0,121267.0,2548296.0,37886.0,249953.0,0.0,38356450.0
732,11211.0,"$75,000 -  $99,999",3210,2500,450,160,170,BK,2079615.0,11475167.0,7312856.0,10081614.0,1722362.0,2727434.0,121267.0,2548296.0,37886.0,249953.0,0.0,38356450.0
733,11211.0,"$100,000 - $199,999",4520,3000,1280,140,250,BK,2079615.0,11475167.0,7312856.0,10081614.0,1722362.0,2727434.0,121267.0,2548296.0,37886.0,249953.0,0.0,38356450.0
734,11211.0,"$200,000+",2060,850,1120,60,100,BK,2079615.0,11475167.0,7312856.0,10081614.0,1722362.0,2727434.0,121267.0,2548296.0,37886.0,249953.0,0.0,38356450.0
735,11212.0,total,"38,960","18,680","3,960","15,540","6,010",BK,5291873.0,10982985.0,12068552.0,4897824.0,1333348.0,937626.0,186786.0,4856295.0,89965.0,322556.0,0.0,40967810.0
736,11212.0,"< $25,000",19850,11410,1170,6990,2760,BK,5291873.0,10982985.0,12068552.0,4897824.0,1333348.0,937626.0,186786.0,4856295.0,89965.0,322556.0,0.0,40967810.0
737,11212.0,"$25,000 - $49,999",11380,4660,1150,5330,1700,BK,5291873.0,10982985.0,12068552.0,4897824.0,1333348.0,937626.0,186786.0,4856295.0,89965.0,322556.0,0.0,40967810.0
738,11212.0,"$50,000 - $74,999",4650,1720,730,2050,860,BK,5291873.0,10982985.0,12068552.0,4897824.0,1333348.0,937626.0,186786.0,4856295.0,89965.0,322556.0,0.0,40967810.0
739,11212.0,"$75,000 -  $99,999",1770,560,420,720,380,BK,5291873.0,10982985.0,12068552.0,4897824.0,1333348.0,937626.0,186786.0,4856295.0,89965.0,322556.0,0.0,40967810.0
740,11212.0,"$100,000 - $199,999",1240,330,460,430,280,BK,5291873.0,10982985.0,12068552.0,4897824.0,1333348.0,937626.0,186786.0,4856295.0,89965.0,322556.0,0.0,40967810.0
741,11212.0,"$200,000+",70,** ,30,20,30,BK,5291873.0,10982985.0,12068552.0,4897824.0,1333348.0,937626.0,186786.0,4856295.0,89965.0,322556.0,0.0,40967810.0
742,11213.0,total,"30,170","16,520","4,550","8,480","4,620",BK,7045872.0,10711875.0,7489577.0,4200594.0,334387.0,448332.0,73500.0,3872363.0,50536.0,26751.0,0.0,34253787.0
743,11213.0,"< $25,000",13170,8380,1230,3370,2020,BK,7045872.0,10711875.0,7489577.0,4200594.0,334387.0,448332.0,73500.0,3872363.0,50536.0,26751.0,0.0,34253787.0
744,11213.0,"$25,000 - $49,999",8650,4470,1070,2930,1140,BK,7045872.0,10711875.0,7489577.0,4200594.0,334387.0,448332.0,73500.0,3872363.0,50536.0,26751.0,0.0,34253787.0
745,11213.0,"$50,000 - $74,999",4380,2260,680,1310,670,BK,7045872.0,10711875.0,7489577.0,4200594.0,334387.0,448332.0,73500.0,3872363.0,50536.0,26751.0,0.0,34253787.0
746,11213.0,"$75,000 -  $99,999",1920,830,510,520,350,BK,7045872.0,10711875.0,7489577.0,4200594.0,334387.0,448332.0,73500.0,3872363.0,50536.0,26751.0,0.0,34253787.0
747,11213.0,"$100,000 - $199,999",1700,520,790,350,370,BK,7045872.0,10711875.0,7489577.0,4200594.0,334387.0,448332.0,73500.0,3872363.0,50536.0,26751.0,0.0,34253787.0
748,11213.0,"$200,000+",350,60,270,** ,70,BK,7045872.0,10711875.0,7489577.0,4200594.0,334387.0,448332.0,73500.0,3872363.0,50536.0,26751.0,0.0,34253787.0
749,11214.0,total,"41,290","19,170","15,480","5,890","8,520",BK,9626052.0,13971857.0,6445789.0,4221299.0,2103312.0,399559.0,421268.0,2901713.0,26303.0,62997.0,0.0,40180149.0
750,11214.0,"< $25,000",19350,10790,5710,2570,4230,BK,9626052.0,13971857.0,6445789.0,4221299.0,2103312.0,399559.0,421268.0,2901713.0,26303.0,62997.0,0.0,40180149.0
751,11214.0,"$25,000 - $49,999",9930,4060,3940,1750,1630,BK,9626052.0,13971857.0,6445789.0,4221299.0,2103312.0,399559.0,421268.0,2901713.0,26303.0,62997.0,0.0,40180149.0
752,11214.0,"$50,000 - $74,999",4980,2260,1800,790,1060,BK,9626052.0,13971857.0,6445789.0,4221299.0,2103312.0,399559.0,421268.0,2901713.0,26303.0,62997.0,0.0,40180149.0
753,11214.0,"$75,000 -  $99,999",2890,1110,1280,430,670,BK,9626052.0,13971857.0,6445789.0,4221299.0,2103312.0,399559.0,421268.0,2901713.0,26303.0,62997.0,0.0,40180149.0
754,11214.0,"$100,000 - $199,999",3440,850,2200,320,750,BK,9626052.0,13971857.0,6445789.0,4221299.0,2103312.0,399559.0,421268.0,2901713.0,26303.0,62997.0,0.0,40180149.0
755,11214.0,"$200,000+",700,100,550,30,180,BK,9626052.0,13971857.0,6445789.0,4221299.0,2103312.0,399559.0,421268.0,2901713.0,26303.0,62997.0,0.0,40180149.0
756,11215.0,total,"33,120","18,890","10,820","2,400","5,200",BK,9487571.0,15516651.0,3558770.0,6537679.0,1762330.0,3240021.0,237228.0,3853346.0,9274.0,332085.0,0.0,44534955.0
757,11215.0,"< $25,000",6080,4910,540,520,1080,BK,9487571.0,15516651.0,3558770.0,6537679.0,1762330.0,3240021.0,237228.0,3853346.0,9274.0,332085.0,0.0,44534955.0
758,11215.0,"$25,000 - $49,999",5150,3930,560,520,700,BK,9487571.0,15516651.0,3558770.0,6537679.0,1762330.0,3240021.0,237228.0,3853346.0,9274.0,332085.0,0.0,44534955.0
759,11215.0,"$50,000 - $74,999",5110,3880,600,410,670,BK,9487571.0,15516651.0,3558770.0,6537679.0,1762330.0,3240021.0,237228.0,3853346.0,9274.0,332085.0,0.0,44534955.0
760,11215.0,"$75,000 -  $99,999",3700,2450,750,280,580,BK,9487571.0,15516651.0,3558770.0,6537679.0,1762330.0,3240021.0,237228.0,3853346.0,9274.0,332085.0,0.0,44534955.0
761,11215.0,"$100,000 - $199,999",7110,2930,3480,460,1260,BK,9487571.0,15516651.0,3558770.0,6537679.0,1762330.0,3240021.0,237228.0,3853346.0,9274.0,332085.0,0.0,44534955.0
762,11215.0,"$200,000+",5970,790,4890,210,910,BK,9487571.0,15516651.0,3558770.0,6537679.0,1762330.0,3240021.0,237228.0,3853346.0,9274.0,332085.0,0.0,44534955.0
763,11216.0,total,"29,770","20,400","3,160","5,580","3,270",BK,6048954.0,13239374.0,3637073.0,4433517.0,1301204.0,396305.0,82008.0,3070914.0,32026.0,72836.0,0.0,32314211.0
764,11216.0,"< $25,000",10040,7320,580,1980,1450,BK,6048954.0,13239374.0,3637073.0,4433517.0,1301204.0,396305.0,82008.0,3070914.0,32026.0,72836.0,0.0,32314211.0
765,11216.0,"$25,000 - $49,999",8130,5710,480,1800,810,BK,6048954.0,13239374.0,3637073.0,4433517.0,1301204.0,396305.0,82008.0,3070914.0,32026.0,72836.0,0.0,32314211.0
766,11216.0,"$50,000 - $74,999",5460,3940,350,1000,520,BK,6048954.0,13239374.0,3637073.0,4433517.0,1301204.0,396305.0,82008.0,3070914.0,32026.0,72836.0,0.0,32314211.0
767,11216.0,"$75,000 -  $99,999",2680,1800,360,440,230,BK,6048954.0,13239374.0,3637073.0,4433517.0,1301204.0,396305.0,82008.0,3070914.0,32026.0,72836.0,0.0,32314211.0
768,11216.0,"$100,000 - $199,999",2630,1400,840,320,210,BK,6048954.0,13239374.0,3637073.0,4433517.0,1301204.0,396305.0,82008.0,3070914.0,32026.0,72836.0,0.0,32314211.0
769,11216.0,"$200,000+",830,230,550,40,50,BK,6048954.0,13239374.0,3637073.0,4433517.0,1301204.0,396305.0,82008.0,3070914.0,32026.0,72836.0,0.0,32314211.0
770,11217.0,total,"20,720","13,470","4,560","2,170","2,570",BK,3917618.0,6821338.0,4011139.0,7871526.0,4720771.0,1176015.0,71611.0,3553268.0,2752.0,168250.0,0.0,32314288.0
771,11217.0,"< $25,000",4380,3360,280,670,670,BK,3917618.0,6821338.0,4011139.0,7871526.0,4720771.0,1176015.0,71611.0,3553268.0,2752.0,168250.0,0.0,32314288.0
772,11217.0,"$25,000 - $49,999",3480,2450,270,680,440,BK,3917618.0,6821338.0,4011139.0,7871526.0,4720771.0,1176015.0,71611.0,3553268.0,2752.0,168250.0,0.0,32314288.0
773,11217.0,"$50,000 - $74,999",3150,2460,240,350,350,BK,3917618.0,6821338.0,4011139.0,7871526.0,4720771.0,1176015.0,71611.0,3553268.0,2752.0,168250.0,0.0,32314288.0
774,11217.0,"$75,000 -  $99,999",2290,1740,300,160,240,BK,3917618.0,6821338.0,4011139.0,7871526.0,4720771.0,1176015.0,71611.0,3553268.0,2752.0,168250.0,0.0,32314288.0
775,11217.0,"$100,000 - $199,999",4180,2580,1270,200,520,BK,3917618.0,6821338.0,4011139.0,7871526.0,4720771.0,1176015.0,71611.0,3553268.0,2752.0,168250.0,0.0,32314288.0
776,11217.0,"$200,000+",3240,880,2200,110,350,BK,3917618.0,6821338.0,4011139.0,7871526.0,4720771.0,1176015.0,71611.0,3553268.0,2752.0,168250.0,0.0,32314288.0
777,11218.0,total,"33,210","16,280","11,910","4,280","5,880",BK,8562086.0,7606398.0,10213178.0,3318555.0,1392890.0,851129.0,213677.0,2323529.0,22455.0,116125.0,0.0,34620022.0
778,11218.0,"< $25,000",12800,7590,3350,1660,2080,BK,8562086.0,7606398.0,10213178.0,3318555.0,1392890.0,851129.0,213677.0,2323529.0,22455.0,116125.0,0.0,34620022.0
779,11218.0,"$25,000 - $49,999",7540,3620,2520,1240,1110,BK,8562086.0,7606398.0,10213178.0,3318555.0,1392890.0,851129.0,213677.0,2323529.0,22455.0,116125.0,0.0,34620022.0
780,11218.0,"$50,000 - $74,999",4350,2360,1220,620,850,BK,8562086.0,7606398.0,10213178.0,3318555.0,1392890.0,851129.0,213677.0,2323529.0,22455.0,116125.0,0.0,34620022.0
781,11218.0,"$75,000 -  $99,999",2800,1310,1010,360,620,BK,8562086.0,7606398.0,10213178.0,3318555.0,1392890.0,851129.0,213677.0,2323529.0,22455.0,116125.0,0.0,34620022.0
