,zipcode,Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+),borough,landuse_1.0,landuse_2.0,landuse_3.0,landuse_4.0,landuse_5.0,landuse_6.0,landuse_7.0,landuse_8.0,landuse_9.0,landuse_10.0,landuse_11.0,total_bldgarea
315,10302.0,total,"8,250","3,870","2,310","1,940","1,520",SI,5828516.0,571808.0,93046.0,574046.0,994500.0,338868.0,257087.0,978335.0,18810.0,61939.0,0.0,9716955.0
316,10302.0,"< $25,000",3250,2060,420,750,440,SI,5828516.0,571808.0,93046.0,574046.0,994500.0,338868.0,257087.0,978335.0,18810.0,61939.0,0.0,9716955.0
317,10302.0,"$25,000 - $49,999",1910,860,420,590,320,SI,5828516.0,571808.0,93046.0,574046.0,994500.0,338868.0,257087.0,978335.0,18810.0,61939.0,0.0,9716955.0
318,10302.0,"$50,000 - $74,999",1120,500,290,300,260,SI,5828516.0,571808.0,93046.0,574046.0,994500.0,338868.0,257087.0,978335.0,18810.0,61939.0,0.0,9716955.0
319,10302.0,"$75,000 -  $99,999",730,230,320,160,200,SI,5828516.0,571808.0,93046.0,574046.0,994500.0,338868.0,257087.0,978335.0,18810.0,61939.0,0.0,9716955.0
320,10302.0,"$100,000 - $199,999",1080,220,710,140,260,SI,5828516.0,571808.0,93046.0,574046.0,994500.0,338868.0,257087.0,978335.0,18810.0,61939.0,0.0,9716955.0
321,10302.0,"$200,000+",160,** ,150,** ,40,SI,5828516.0,571808.0,93046.0,574046.0,994500.0,338868.0,257087.0,978335.0,18810.0,61939.0,0.0,9716955.0
322,10303.0,total,"12,430","5,910","2,700","3,570","1,940",SI,6725293.0,955029.0,1206814.0,219971.0,1519327.0,2244174.0,473862.0,574268.0,4600.0,5600.0,1132.0,13930070.0
323,10303.0,"< $25,000",5200,3140,650,1340,610,SI,6725293.0,955029.0,1206814.0,219971.0,1519327.0,2244174.0,473862.0,574268.0,4600.0,5600.0,1132.0,13930070.0
324,10303.0,"$25,000 - $49,999",3070,1430,510,1060,450,SI,6725293.0,955029.0,1206814.0,219971.0,1519327.0,2244174.0,473862.0,574268.0,4600.0,5600.0,1132.0,13930070.0
325,10303.0,"$50,000 - $74,999",1790,700,400,630,340,SI,6725293.0,955029.0,1206814.0,219971.0,1519327.0,2244174.0,473862.0,574268.0,4600.0,5600.0,1132.0,13930070.0
326,10303.0,"$75,000 -  $99,999",1040,350,370,290,250,SI,6725293.0,955029.0,1206814.0,219971.0,1519327.0,2244174.0,473862.0,574268.0,4600.0,5600.0,1132.0,13930070.0
327,10303.0,"$100,000 - $199,999",1220,290,690,250,290,SI,6725293.0,955029.0,1206814.0,219971.0,1519327.0,2244174.0,473862.0,574268.0,4600.0,5600.0,1132.0,13930070.0
328,10303.0,"$200,000+",110,** ,80,** ,** ,SI,6725293.0,955029.0,1206814.0,219971.0,1519327.0,2244174.0,473862.0,574268.0,4600.0,5600.0,1132.0,13930070.0
329,10304.0,total,"20,220","9,460","5,550","4,840","4,120",SI,14295900.0,1901311.0,3222559.0,1453740.0,1082008.0,433761.0,70512.0,2457369.0,71487.0,31675.0,5100.0,25025422.0
330,10304.0,"< $25,000",8170,4910,1070,2090,1270,SI,14295900.0,1901311.0,3222559.0,1453740.0,1082008.0,433761.0,70512.0,2457369.0,71487.0,31675.0,5100.0,25025422.0
331,10304.0,"$25,000 - $49,999",4630,2140,950,1450,790,SI,14295900.0,1901311.0,3222559.0,1453740.0,1082008.0,433761.0,70512.0,2457369.0,71487.0,31675.0,5100.0,25025422.0
332,10304.0,"$50,000 - $74,999",2540,1160,670,650,550,SI,14295900.0,1901311.0,3222559.0,1453740.0,1082008.0,433761.0,70512.0,2457369.0,71487.0,31675.0,5100.0,25025422.0
333,10304.0,"$75,000 -  $99,999",1560,620,580,310,430,SI,14295900.0,1901311.0,3222559.0,1453740.0,1082008.0,433761.0,70512.0,2457369.0,71487.0,31675.0,5100.0,25025422.0
334,10304.0,"$100,000 - $199,999",2350,530,1470,290,720,SI,14295900.0,1901311.0,3222559.0,1453740.0,1082008.0,433761.0,70512.0,2457369.0,71487.0,31675.0,5100.0,25025422.0
335,10304.0,"$200,000+",970,100,810,50,360,SI,14295900.0,1901311.0,3222559.0,1453740.0,1082008.0,433761.0,70512.0,2457369.0,71487.0,31675.0,5100.0,25025422.0
336,10305.0,total,"19,640","9,390","7,020","2,910","4,590",SI,13936158.0,1642854.0,1423879.0,719508.0,1659239.0,490078.0,154337.0,2453904.0,370206.0,7525.0,0.0,22857688.0
337,10305.0,"< $25,000",6710,4340,1290,1000,1460,SI,13936158.0,1642854.0,1423879.0,719508.0,1659239.0,490078.0,154337.0,2453904.0,370206.0,7525.0,0.0,22857688.0
338,10305.0,"$25,000 - $49,999",4230,2150,1200,810,830,SI,13936158.0,1642854.0,1423879.0,719508.0,1659239.0,490078.0,154337.0,2453904.0,370206.0,7525.0,0.0,22857688.0
339,10305.0,"$50,000 - $74,999",2850,1380,920,470,680,SI,13936158.0,1642854.0,1423879.0,719508.0,1659239.0,490078.0,154337.0,2453904.0,370206.0,7525.0,0.0,22857688.0
340,10305.0,"$75,000 -  $99,999",2080,760,970,300,580,SI,13936158.0,1642854.0,1423879.0,719508.0,1659239.0,490078.0,154337.0,2453904.0,370206.0,7525.0,0.0,22857688.0
341,10305.0,"$100,000 - $199,999",3120,680,2100,300,850,SI,13936158.0,1642854.0,1423879.0,719508.0,1659239.0,490078.0,154337.0,2453904.0,370206.0,7525.0,0.0,22857688.0
342,10305.0,"$200,000+",650,80,540,30,190,SI,13936158.0,1642854.0,1423879.0,719508.0,1659239.0,490078.0,154337.0,2453904.0,370206.0,7525.0,0.0,22857688.0
343,10306.0,total,"27,370","12,900","10,390","3,510","7,400",SI,23236087.0,1325791.0,1775599.0,533761.0,2226604.0,95616.0,371115.0,2220559.0,106023.0,7116.0,1636.0,31899907.0
344,10306.0,"< $25,000",8170,5670,1370,1010,2020,SI,23236087.0,1325791.0,1775599.0,533761.0,2226604.0,95616.0,371115.0,2220559.0,106023.0,7116.0,1636.0,31899907.0
345,10306.0,"$25,000 - $49,999",5250,2930,1350,880,1300,SI,23236087.0,1325791.0,1775599.0,533761.0,2226604.0,95616.0,371115.0,2220559.0,106023.0,7116.0,1636.0,31899907.0
346,10306.0,"$50,000 - $74,999",3950,2060,1140,610,1160,SI,23236087.0,1325791.0,1775599.0,533761.0,2226604.0,95616.0,371115.0,2220559.0,106023.0,7116.0,1636.0,31899907.0
347,10306.0,"$75,000 -  $99,999",3060,1110,1390,470,920,SI,23236087.0,1325791.0,1775599.0,533761.0,2226604.0,95616.0,371115.0,2220559.0,106023.0,7116.0,1636.0,31899907.0
348,10306.0,"$100,000 - $199,999",5440,980,3840,500,1550,SI,23236087.0,1325791.0,1775599.0,533761.0,2226604.0,95616.0,371115.0,2220559.0,106023.0,7116.0,1636.0,31899907.0
349,10306.0,"$200,000+",1500,150,1300,40,450,SI,23236087.0,1325791.0,1775599.0,533761.0,2226604.0,95616.0,371115.0,2220559.0,106023.0,7116.0,1636.0,31899907.0
350,10307.0,total,"6,620","3,100","2,660",700,"1,510",SI,8330500.0,191537.0,0.0,244790.0,263247.0,113159.0,10650.0,438091.0,38549.0,3293.0,0.0,9633816.0
351,10307.0,"< $25,000",1820,1430,200,170,360,SI,8330500.0,191537.0,0.0,244790.0,263247.0,113159.0,10650.0,438091.0,38549.0,3293.0,0.0,9633816.0
352,10307.0,"$25,000 - $49,999",1020,600,240,170,230,SI,8330500.0,191537.0,0.0,244790.0,263247.0,113159.0,10650.0,438091.0,38549.0,3293.0,0.0,9633816.0
353,10307.0,"$50,000 - $74,999",880,480,240,120,210,SI,8330500.0,191537.0,0.0,244790.0,263247.0,113159.0,10650.0,438091.0,38549.0,3293.0,0.0,9633816.0
354,10307.0,"$75,000 -  $99,999",720,260,330,100,210,SI,8330500.0,191537.0,0.0,244790.0,263247.0,113159.0,10650.0,438091.0,38549.0,3293.0,0.0,9633816.0
355,10307.0,"$100,000 - $199,999",1540,290,1080,140,350,SI,8330500.0,191537.0,0.0,244790.0,263247.0,113159.0,10650.0,438091.0,38549.0,3293.0,0.0,9633816.0
356,10307.0,"$200,000+",640,40,570,** ,150,SI,8330500.0,191537.0,0.0,244790.0,263247.0,113159.0,10650.0,438091.0,38549.0,3293.0,0.0,9633816.0
357,10308.0,total,"13,800","6,570","5,490","1,450","3,910",SI,12473697.0,767222.0,0.0,231939.0,510799.0,16350.0,22537.0,1063967.0,47581.0,4340.0,0.0,15138432.0
358,10308.0,"< $25,000",3690,2790,520,340,950,SI,12473697.0,767222.0,0.0,231939.0,510799.0,16350.0,22537.0,1063967.0,47581.0,4340.0,0.0,15138432.0
359,10308.0,"$25,000 - $49,999",2370,1460,540,330,650,SI,12473697.0,767222.0,0.0,231939.0,510799.0,16350.0,22537.0,1063967.0,47581.0,4340.0,0.0,15138432.0
360,10308.0,"$50,000 - $74,999",2080,1100,620,290,630,SI,12473697.0,767222.0,0.0,231939.0,510799.0,16350.0,22537.0,1063967.0,47581.0,4340.0,0.0,15138432.0
361,10308.0,"$75,000 -  $99,999",1640,590,770,220,570,SI,12473697.0,767222.0,0.0,231939.0,510799.0,16350.0,22537.0,1063967.0,47581.0,4340.0,0.0,15138432.0
362,10308.0,"$100,000 - $199,999",3240,570,2350,250,910,SI,12473697.0,767222.0,0.0,231939.0,510799.0,16350.0,22537.0,1063967.0,47581.0,4340.0,0.0,15138432.0
363,10308.0,"$200,000+",780,60,690,20,200,SI,12473697.0,767222.0,0.0,231939.0,510799.0,16350.0,22537.0,1063967.0,47581.0,4340.0,0.0,15138432.0
364,10309.0,total,"15,270","7,030","6,250","1,660","3,710",SI,17998839.0,880726.0,0.0,187072.0,2487290.0,1432092.0,495472.0,1938867.0,117258.0,44829.0,5888.0,25588333.0
365,10309.0,"< $25,000",3960,3000,510,390,900,SI,17998839.0,880726.0,0.0,187072.0,2487290.0,1432092.0,495472.0,1938867.0,117258.0,44829.0,5888.0,25588333.0
366,10309.0,"$25,000 - $49,999",2600,1540,590,420,600,SI,17998839.0,880726.0,0.0,187072.0,2487290.0,1432092.0,495472.0,1938867.0,117258.0,44829.0,5888.0,25588333.0
367,10309.0,"$50,000 - $74,999",2150,1150,650,290,520,SI,17998839.0,880726.0,0.0,187072.0,2487290.0,1432092.0,495472.0,1938867.0,117258.0,44829.0,5888.0,25588333.0
368,10309.0,"$75,000 -  $99,999",1700,640,760,230,480,SI,17998839.0,880726.0,0.0,187072.0,2487290.0,1432092.0,495472.0,1938867.0,117258.0,44829.0,5888.0,25588333.0
369,10309.0,"$100,000 - $199,999",3630,620,2630,300,900,SI,17998839.0,880726.0,0.0,187072.0,2487290.0,1432092.0,495472.0,1938867.0,117258.0,44829.0,5888.0,25588333.0
370,10309.0,"$200,000+",1230,80,1110,30,310,SI,17998839.0,880726.0,0.0,187072.0,2487290.0,1432092.0,495472.0,1938867.0,117258.0,44829.0,5888.0,25588333.0
371,10310.0,total,"11,600","5,390","3,400","2,550","2,440",SI,8535288.0,956433.0,637165.0,577025.0,557730.0,384537.0,328309.0,2070481.0,83692.0,13100.0,0.0,14143760.0
372,10310.0,"< $25,000",4240,2650,520,1030,640,SI,8535288.0,956433.0,637165.0,577025.0,557730.0,384537.0,328309.0,2070481.0,83692.0,13100.0,0.0,14143760.0
373,10310.0,"$25,000 - $49,999",2440,1220,430,720,430,SI,8535288.0,956433.0,637165.0,577025.0,557730.0,384537.0,328309.0,2070481.0,83692.0,13100.0,0.0,14143760.0
374,10310.0,"$50,000 - $74,999",1550,740,380,370,380,SI,8535288.0,956433.0,637165.0,577025.0,557730.0,384537.0,328309.0,2070481.0,83692.0,13100.0,0.0,14143760.0
375,10310.0,"$75,000 -  $99,999",1020,380,390,210,290,SI,8535288.0,956433.0,637165.0,577025.0,557730.0,384537.0,328309.0,2070481.0,83692.0,13100.0,0.0,14143760.0
376,10310.0,"$100,000 - $199,999",1860,370,1230,220,530,SI,8535288.0,956433.0,637165.0,577025.0,557730.0,384537.0,328309.0,2070481.0,83692.0,13100.0,0.0,14143760.0
377,10310.0,"$200,000+",490,30,450,** ,170,SI,8535288.0,956433.0,637165.0,577025.0,557730.0,384537.0,328309.0,2070481.0,83692.0,13100.0,0.0,14143760.0
378,10312.0,total,"29,460","13,430","12,240","3,150","8,180",SI,32271706.0,925710.0,0.0,337536.0,837817.0,82760.0,72852.0,1263772.0,21355.0,200.0,0.0,35813708.0
379,10312.0,"< $25,000",7710,5690,1200,700,1920,SI,32271706.0,925710.0,0.0,337536.0,837817.0,82760.0,72852.0,1263772.0,21355.0,200.0,0.0,35813708.0
380,10312.0,"$25,000 - $49,999",5110,2990,1240,780,1290,SI,32271706.0,925710.0,0.0,337536.0,837817.0,82760.0,72852.0,1263772.0,21355.0,200.0,0.0,35813708.0
381,10312.0,"$50,000 - $74,999",4230,2270,1210,600,1220,SI,32271706.0,925710.0,0.0,337536.0,837817.0,82760.0,72852.0,1263772.0,21355.0,200.0,0.0,35813708.0
382,10312.0,"$75,000 -  $99,999",3460,1300,1550,490,1120,SI,32271706.0,925710.0,0.0,337536.0,837817.0,82760.0,72852.0,1263772.0,21355.0,200.0,0.0,35813708.0
383,10312.0,"$100,000 - $199,999",6870,1040,5180,520,2020,SI,32271706.0,925710.0,0.0,337536.0,837817.0,82760.0,72852.0,1263772.0,21355.0,200.0,0.0,35813708.0
384,10312.0,"$200,000+",2080,140,1860,60,610,SI,32271706.0,925710.0,0.0,337536.0,837817.0,82760.0,72852.0,1263772.0,21355.0,200.0,0.0,35813708.0
385,10314.0,total,"41,190","19,170","15,910","5,190","11,010",SI,33406669.0,5539148.0,1526833.0,717605.0,7239510.0,2762716.0,319430.0,5585405.0,275516.0,319908.0,0.0,57692740.0
386,10314.0,"< $25,000",12250,8330,2270,1490,2870,SI,33406669.0,5539148.0,1526833.0,717605.0,7239510.0,2762716.0,319430.0,5585405.0,275516.0,319908.0,0.0,57692740.0
387,10314.0,"$25,000 - $49,999",8230,4440,2250,1350,1920,SI,33406669.0,5539148.0,1526833.0,717605.0,7239510.0,2762716.0,319430.0,5585405.0,275516.0,319908.0,0.0,57692740.0
388,10314.0,"$50,000 - $74,999",5980,2940,1890,950,1650,SI,33406669.0,5539148.0,1526833.0,717605.0,7239510.0,2762716.0,319430.0,5585405.0,275516.0,319908.0,0.0,57692740.0
389,10314.0,"$75,000 -  $99,999",4540,1740,2010,610,1400,SI,33406669.0,5539148.0,1526833.0,717605.0,7239510.0,2762716.0,319430.0,5585405.0,275516.0,319908.0,0.0,57692740.0
390,10314.0,"$100,000 - $199,999",8160,1520,5730,740,2490,SI,33406669.0,5539148.0,1526833.0,717605.0,7239510.0,2762716.0,319430.0,5585405.0,275516.0,319908.0,0.0,57692740.0
391,10314.0,"$200,000+",2030,200,1760,50,680,SI,33406669.0,5539148.0,1526833.0,717605.0,7239510.0,2762716.0,319430.0,5585405.0,275516.0,319908.0,0.0,57692740.0
392,10451.0,total,"23,750","12,220","2,610","8,600","3,650",BX,253381.0,2109757.0,10827239.0,8821290.0,4403034.0,2889784.0,965155.0,6772127.0,1321141.0,1560789.0,0.0,39923697.0
393,10451.0,"< $25,000",11890,7020,910,3860,1740,BX,253381.0,2109757.0,10827239.0,8821290.0,4403034.0,2889784.0,965155.0,6772127.0,1321141.0,1560789.0,0.0,39923697.0
394,10451.0,"$25,000 - $49,999",6880,3070,770,2940,910,BX,253381.0,2109757.0,10827239.0,8821290.0,4403034.0,2889784.0,965155.0,6772127.0,1321141.0,1560789.0,0.0,39923697.0
395,10451.0,"$50,000 - $74,999",3020,1340,410,1210,570,BX,253381.0,2109757.0,10827239.0,8821290.0,4403034.0,2889784.0,965155.0,6772127.0,1321141.0,1560789.0,0.0,39923697.0
396,10451.0,"$75,000 -  $99,999",1110,460,230,390,240,BX,253381.0,2109757.0,10827239.0,8821290.0,4403034.0,2889784.0,965155.0,6772127.0,1321141.0,1560789.0,0.0,39923697.0
397,10451.0,"$100,000 - $199,999",780,330,250,200,170,BX,253381.0,2109757.0,10827239.0,8821290.0,4403034.0,2889784.0,965155.0,6772127.0,1321141.0,1560789.0,0.0,39923697.0
398,10451.0,"$200,000+",70,** ,40,** ,20,BX,253381.0,2109757.0,10827239.0,8821290.0,4403034.0,2889784.0,965155.0,6772127.0,1321141.0,1560789.0,0.0,39923697.0
399,10452.0,total,"36,880","18,670","4,570","13,170","4,390",BX,683516.0,6357400.0,13349547.0,7756448.0,1133932.0,651723.0,337726.0,2462422.0,100215.0,780134.0,0.0,33613063.0
400,10452.0,"< $25,000",20910,12390,1770,6540,2580,BX,683516.0,6357400.0,13349547.0,7756448.0,1133932.0,651723.0,337726.0,2462422.0,100215.0,780134.0,0.0,33613063.0
401,10452.0,"$25,000 - $49,999",10330,4240,1510,4420,1050,BX,683516.0,6357400.0,13349547.0,7756448.0,1133932.0,651723.0,337726.0,2462422.0,100215.0,780134.0,0.0,33613063.0
402,10452.0,"$50,000 - $74,999",3780,1450,690,1560,480,BX,683516.0,6357400.0,13349547.0,7756448.0,1133932.0,651723.0,337726.0,2462422.0,100215.0,780134.0,0.0,33613063.0
403,10452.0,"$75,000 -  $99,999",1170,400,320,440,170,BX,683516.0,6357400.0,13349547.0,7756448.0,1133932.0,651723.0,337726.0,2462422.0,100215.0,780134.0,0.0,33613063.0
404,10452.0,"$100,000 - $199,999",660,190,280,210,110,BX,683516.0,6357400.0,13349547.0,7756448.0,1133932.0,651723.0,337726.0,2462422.0,100215.0,780134.0,0.0,33613063.0
405,10452.0,"$200,000+",30,** ,** ,** ,** ,BX,683516.0,6357400.0,13349547.0,7756448.0,1133932.0,651723.0,337726.0,2462422.0,100215.0,780134.0,0.0,33613063.0
406,10453.0,total,"38,520","19,590","4,480","13,950","4,700",BX,2203821.0,6362187.0,12501201.0,7581348.0,1289194.0,164398.0,146817.0,3522217.0,55000.0,178731.0,0.0,34004914.0
407,10453.0,"< $25,000",22690,13300,1790,7360,2790,BX,2203821.0,6362187.0,12501201.0,7581348.0,1289194.0,164398.0,146817.0,3522217.0,55000.0,178731.0,0.0,34004914.0
408,10453.0,"$25,000 - $49,999",10580,4400,1520,4500,1130,BX,2203821.0,6362187.0,12501201.0,7581348.0,1289194.0,164398.0,146817.0,3522217.0,55000.0,178731.0,0.0,34004914.0
409,10453.0,"$50,000 - $74,999",3500,1350,600,1480,470,BX,2203821.0,6362187.0,12501201.0,7581348.0,1289194.0,164398.0,146817.0,3522217.0,55000.0,178731.0,0.0,34004914.0
410,10453.0,"$75,000 -  $99,999",1050,340,290,400,160,BX,2203821.0,6362187.0,12501201.0,7581348.0,1289194.0,164398.0,146817.0,3522217.0,55000.0,178731.0,0.0,34004914.0
411,10453.0,"$100,000 - $199,999",660,200,280,210,150,BX,2203821.0,6362187.0,12501201.0,7581348.0,1289194.0,164398.0,146817.0,3522217.0,55000.0,178731.0,0.0,34004914.0
412,10453.0,"$200,000+",40,** ,** ,** ,** ,BX,2203821.0,6362187.0,12501201.0,7581348.0,1289194.0,164398.0,146817.0,3522217.0,55000.0,178731.0,0.0,34004914.0
413,10454.0,total,"15,960","7,920","1,750","6,140","1,480",BX,1257436.0,2082813.0,8937226.0,3931694.0,1164299.0,6653930.0,117132.0,1897198.0,45358.0,132763.0,0.0,26219849.0
414,10454.0,"< $25,000",9170,5250,640,3220,880,BX,1257436.0,2082813.0,8937226.0,3931694.0,1164299.0,6653930.0,117132.0,1897198.0,45358.0,132763.0,0.0,26219849.0
415,10454.0,"$25,000 - $49,999",4510,1840,560,2060,350,BX,1257436.0,2082813.0,8937226.0,3931694.0,1164299.0,6653930.0,117132.0,1897198.0,45358.0,132763.0,0.0,26219849.0
416,10454.0,"$50,000 - $74,999",1480,560,270,630,160,BX,1257436.0,2082813.0,8937226.0,3931694.0,1164299.0,6653930.0,117132.0,1897198.0,45358.0,132763.0,0.0,26219849.0
417,10454.0,"$75,000 -  $99,999",430,150,110,160,50,BX,1257436.0,2082813.0,8937226.0,3931694.0,1164299.0,6653930.0,117132.0,1897198.0,45358.0,132763.0,0.0,26219849.0
418,10454.0,"$100,000 - $199,999",330,120,150,70,40,BX,1257436.0,2082813.0,8937226.0,3931694.0,1164299.0,6653930.0,117132.0,1897198.0,45358.0,132763.0,0.0,26219849.0
419,10454.0,"$200,000+",40,** ,20,** ,** ,BX,1257436.0,2082813.0,8937226.0,3931694.0,1164299.0,6653930.0,117132.0,1897198.0,45358.0,132763.0,0.0,26219849.0
420,10455.0,total,"18,080","8,900","2,200","6,780","1,760",BX,1054927.0,3939495.0,6302763.0,5606712.0,1795756.0,1692469.0,237734.0,2511982.0,1084.0,243001.0,0.0,23385923.0
421,10455.0,"< $25,000",9940,5760,750,3340,970,BX,1054927.0,3939495.0,6302763.0,5606712.0,1795756.0,1692469.0,237734.0,2511982.0,1084.0,243001.0,0.0,23385923.0
422,10455.0,"$25,000 - $49,999",5250,2140,740,2310,480,BX,1054927.0,3939495.0,6302763.0,5606712.0,1795756.0,1692469.0,237734.0,2511982.0,1084.0,243001.0,0.0,23385923.0
423,10455.0,"$50,000 - $74,999",1950,720,400,790,200,BX,1054927.0,3939495.0,6302763.0,5606712.0,1795756.0,1692469.0,237734.0,2511982.0,1084.0,243001.0,0.0,23385923.0
424,10455.0,"$75,000 -  $99,999",600,190,170,230,60,BX,1054927.0,3939495.0,6302763.0,5606712.0,1795756.0,1692469.0,237734.0,2511982.0,1084.0,243001.0,0.0,23385923.0
425,10455.0,"$100,000 - $199,999",320,90,140,110,50,BX,1054927.0,3939495.0,6302763.0,5606712.0,1795756.0,1692469.0,237734.0,2511982.0,1084.0,243001.0,0.0,23385923.0
426,10455.0,"$200,000+",20,** ,** ,0,** ,BX,1054927.0,3939495.0,6302763.0,5606712.0,1795756.0,1692469.0,237734.0,2511982.0,1084.0,243001.0,0.0,23385923.0
427,10456.0,total,"40,930","20,310","4,610","15,510","4,350",BX,1738286.0,9307465.0,12022465.0,8952878.0,783467.0,755361.0,88353.0,5846812.0,3572.0,156220.0,0.0,39654879.0
428,10456.0,"< $25,000",23760,13710,1770,8020,2460,BX,1738286.0,9307465.0,12022465.0,8952878.0,783467.0,755361.0,88353.0,5846812.0,3572.0,156220.0,0.0,39654879.0
429,10456.0,"$25,000 - $49,999",11500,4650,1560,5130,1120,BX,1738286.0,9307465.0,12022465.0,8952878.0,783467.0,755361.0,88353.0,5846812.0,3572.0,156220.0,0.0,39654879.0
430,10456.0,"$50,000 - $74,999",3890,1420,720,1690,470,BX,1738286.0,9307465.0,12022465.0,8952878.0,783467.0,755361.0,88353.0,5846812.0,3572.0,156220.0,0.0,39654879.0
431,10456.0,"$75,000 -  $99,999",1130,360,300,450,180,BX,1738286.0,9307465.0,12022465.0,8952878.0,783467.0,755361.0,88353.0,5846812.0,3572.0,156220.0,0.0,39654879.0
432,10456.0,"$100,000 - $199,999",630,170,260,220,120,BX,1738286.0,9307465.0,12022465.0,8952878.0,783467.0,755361.0,88353.0,5846812.0,3572.0,156220.0,0.0,39654879.0
433,10456.0,"$200,000+",20,** ,** ,** ,** ,BX,1738286.0,9307465.0,12022465.0,8952878.0,783467.0,755361.0,88353.0,5846812.0,3572.0,156220.0,0.0,39654879.0
434,10457.0,total,"33,210","16,580","3,870","12,360","3,820",BX,2037000.0,7598025.0,9490117.0,7300000.0,1860501.0,1572066.0,345854.0,5771793.0,74600.0,481479.0,0.0,36531435.0
435,10457.0,"< $25,000",19410,11160,1520,6540,2230,BX,2037000.0,7598025.0,9490117.0,7300000.0,1860501.0,1572066.0,345854.0,5771793.0,74600.0,481479.0,0.0,36531435.0
436,10457.0,"$25,000 - $49,999",9120,3790,1250,3960,920,BX,2037000.0,7598025.0,9490117.0,7300000.0,1860501.0,1572066.0,345854.0,5771793.0,74600.0,481479.0,0.0,36531435.0
437,10457.0,"$50,000 - $74,999",3090,1160,580,1300,410,BX,2037000.0,7598025.0,9490117.0,7300000.0,1860501.0,1572066.0,345854.0,5771793.0,74600.0,481479.0,0.0,36531435.0
438,10457.0,"$75,000 -  $99,999",950,290,260,370,140,BX,2037000.0,7598025.0,9490117.0,7300000.0,1860501.0,1572066.0,345854.0,5771793.0,74600.0,481479.0,0.0,36531435.0
439,10457.0,"$100,000 - $199,999",600,180,260,190,120,BX,2037000.0,7598025.0,9490117.0,7300000.0,1860501.0,1572066.0,345854.0,5771793.0,74600.0,481479.0,0.0,36531435.0
440,10457.0,"$200,000+",40,** ,** ,** ,** ,BX,2037000.0,7598025.0,9490117.0,7300000.0,1860501.0,1572066.0,345854.0,5771793.0,74600.0,481479.0,0.0,36531435.0
441,10458.0,total,"34,640","17,740","4,990","11,500","3,940",BX,1768913.0,10796866.0,8462990.0,7928462.0,2664079.0,151370.0,104339.0,4473090.0,491176.0,640246.0,14694.0,37496225.0
442,10458.0,"< $25,000",19210,11340,1870,5830,2170,BX,1768913.0,10796866.0,8462990.0,7928462.0,2664079.0,151370.0,104339.0,4473090.0,491176.0,640246.0,14694.0,37496225.0
443,10458.0,"$25,000 - $49,999",9550,4110,1570,3730,900,BX,1768913.0,10796866.0,8462990.0,7928462.0,2664079.0,151370.0,104339.0,4473090.0,491176.0,640246.0,14694.0,37496225.0
444,10458.0,"$50,000 - $74,999",3750,1570,760,1350,500,BX,1768913.0,10796866.0,8462990.0,7928462.0,2664079.0,151370.0,104339.0,4473090.0,491176.0,640246.0,14694.0,37496225.0
445,10458.0,"$75,000 -  $99,999",1220,440,410,360,200,BX,1768913.0,10796866.0,8462990.0,7928462.0,2664079.0,151370.0,104339.0,4473090.0,491176.0,640246.0,14694.0,37496225.0
446,10458.0,"$100,000 - $199,999",870,280,360,230,170,BX,1768913.0,10796866.0,8462990.0,7928462.0,2664079.0,151370.0,104339.0,4473090.0,491176.0,640246.0,14694.0,37496225.0
447,10458.0,"$200,000+",40,** ,20,** ,** ,BX,1768913.0,10796866.0,8462990.0,7928462.0,2664079.0,151370.0,104339.0,4473090.0,491176.0,640246.0,14694.0,37496225.0
448,10459.0,total,"21,610","10,790","2,530","8,020","2,390",BX,1959187.0,5865315.0,4037667.0,6929659.0,1170368.0,284514.0,40218.0,2623185.0,3046.0,63220.0,0.0,22976379.0
449,10459.0,"< $25,000",11790,7000,880,3780,1290,BX,1959187.0,5865315.0,4037667.0,6929659.0,1170368.0,284514.0,40218.0,2623185.0,3046.0,63220.0,0.0,22976379.0
450,10459.0,"$25,000 - $49,999",6360,2650,800,2820,610,BX,1959187.0,5865315.0,4037667.0,6929659.0,1170368.0,284514.0,40218.0,2623185.0,3046.0,63220.0,0.0,22976379.0
451,10459.0,"$50,000 - $74,999",2250,810,430,970,300,BX,1959187.0,5865315.0,4037667.0,6929659.0,1170368.0,284514.0,40218.0,2623185.0,3046.0,63220.0,0.0,22976379.0
452,10459.0,"$75,000 -  $99,999",720,210,200,300,110,BX,1959187.0,5865315.0,4037667.0,6929659.0,1170368.0,284514.0,40218.0,2623185.0,3046.0,63220.0,0.0,22976379.0
453,10459.0,"$100,000 - $199,999",490,120,220,150,80,BX,1959187.0,5865315.0,4037667.0,6929659.0,1170368.0,284514.0,40218.0,2623185.0,3046.0,63220.0,0.0,22976379.0
454,10459.0,"$200,000+",** ,** ,** ,** ,** ,BX,1959187.0,5865315.0,4037667.0,6929659.0,1170368.0,284514.0,40218.0,2623185.0,3046.0,63220.0,0.0,22976379.0
455,10460.0,total,"25,850","12,680","2,930","9,880","2,790",BX,2401704.0,6780201.0,7147700.0,6733806.0,868318.0,982412.0,208053.0,2496300.0,400250.0,279954.0,0.0,28298698.0
