zipcode,borough,landuse_1.0,landuse_2.0,landuse_3.0,landuse_4.0,landuse_5.0,landuse_6.0,landuse_7.0,landuse_8.0,landuse_9.0,landuse_10.0,landuse_11.0,total_bldgarea
11360.0,QN,4970046.0,2444624.0,4587444.0,64105.0,420804.0,0.0,0.0,558703.0,23737.0,2765.0,0.0,13072228.0
11361.0,QN,9399748.0,2740913.0,534171.0,794007.0,1718797.0,37634.0,30221.0,1522350.0,39440.0,0.0,0.0,16817281.0
11362.0,QN,5951074.0,3205053.0,401297.0,222470.0,810414.0,224106.0,5331.0,961237.0,41775.0,1500.0,0.0,11824257.0
11363.0,QN,3798871.0,259907.0,373245.0,139115.0,178138.0,0.0,3192.0,129033.0,25913.0,567.0,0.0,4907981.0
11364.0,QN,9871428.0,4501314.0,2037976.0,129296.0,478796.0,0.0,8000.0,2584037.0,9257.0,120.0,0.0,19620224.0
11365.0,QN,9367775.0,3109781.0,5835446.0,780570.0,1215227.0,28881.0,31572.0,1657969.0,34054.0,70815.0,0.0,22132090.0
11366.0,QN,5500575.0,929942.0,98516.0,459634.0,490846.0,0.0,15320.0,619172.0,0.0,0.0,0.0,8114005.0
11367.0,QN,7124120.0,5935442.0,2358855.0,463744.0,638136.0,0.0,10805.0,4266644.0,4748554.0,3100.0,0.0,25549400.0
11368.0,QN,5520328.0,11538454.0,7191645.0,4670070.0,2239537.0,807239.0,513855.0,2363247.0,2483028.0,96454.0,0.0,37423857.0
11369.0,QN,7304616.0,1969737.0,1286852.0,558383.0,1563670.0,83892.0,119735.0,1078595.0,5504.0,124985.0,0.0,14095969.0
11370.0,BX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5519372.0,0.0,0.0,0.0,5519372.0
11370.0,QN,4859408.0,4176381.0,132236.0,201320.0,1019980.0,182419.0,135105.0,431055.0,3344.0,35192.0,0.0,11176440.0
11371.0,QN,0.0,0.0,0.0,0.0,0.0,0.0,2066529.0,0.0,0.0,0.0,0.0,2066529.0
11372.0,QN,2657904.0,4307734.0,14425753.0,3327412.0,2222138.0,10200.0,11191.0,1210777.0,664.0,4138.0,0.0,28177911.0
11373.0,QN,5943552.0,9457525.0,13255553.0,6290208.0,5836505.0,543511.0,73941.0,3942609.0,4861.0,384736.0,0.0,45733001.0
11374.0,QN,4480772.0,1035719.0,10876392.0,6909668.0,2427467.0,9325.0,48016.0,629776.0,1200.0,1739.0,0.0,26420074.0
11375.0,QN,10977811.0,1392802.0,22588152.0,5246770.0,2450612.0,6000.0,12752.0,2598848.0,60458.0,11200.0,0.0,45345405.0
11377.0,QN,7701135.0,9807308.0,8473373.0,3313578.0,2004209.0,3739700.0,516253.0,1934932.0,93883.0,1223441.0,0.0,38807812.0
11378.0,QN,9684863.0,2732268.0,522685.0,1183571.0,696445.0,11745570.0,267639.0,851447.0,42938.0,742454.0,0.0,28469880.0
11379.0,QN,11918045.0,2946116.0,687044.0,921245.0,1999131.0,354377.0,78331.0,840143.0,37203.0,37359.0,0.0,19818994.0
11385.0,QN,16124586.0,16631516.0,695956.0,5820242.0,2670152.0,6004947.0,288841.0,2869481.0,178033.0,236950.0,0.0,51520704.0
11411.0,QN,6893426.0,88292.0,0.0,70619.0,299776.0,0.0,6653.0,684605.0,488.0,0.0,0.0,8043859.0
11412.0,QN,12266817.0,400781.0,154824.0,735562.0,344338.0,527030.0,84582.0,1057677.0,612.0,3242.0,0.0,15575465.0
11413.0,QN,14034294.0,353908.0,0.0,182737.0,752809.0,1949320.0,62229.0,1125519.0,12147.0,7188.0,0.0,18480151.0
11414.0,BK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11414.0,QN,9752365.0,2248857.0,2090642.0,289219.0,910462.0,1400.0,3006.0,504989.0,8044.0,800.0,0.0,15809784.0
11415.0,QN,1783317.0,1322692.0,5196781.0,1760988.0,1006628.0,34487.0,4705.0,780491.0,20303.0,4902.0,0.0,11915294.0
11416.0,BK,9096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9096.0
11416.0,QN,4810321.0,1499972.0,0.0,884364.0,576513.0,465266.0,141183.0,701896.0,904.0,24385.0,0.0,9104804.0
11417.0,QN,7554252.0,1577830.0,0.0,727893.0,573805.0,468406.0,80598.0,1244651.0,70875.0,33567.0,0.0,12331877.0
