zipcode,borough,landuse_1.0,landuse_2.0,landuse_3.0,landuse_4.0,landuse_5.0,landuse_6.0,landuse_7.0,landuse_8.0,landuse_9.0,landuse_10.0,landuse_11.0,total_bldgarea
11418.0,QN,6986084.0,2471021.0,1892226.0,1724660.0,1274552.0,1587216.0,75974.0,1988967.0,0.0,97947.0,0.0,18098647.0
11419.0,QN,9878936.0,1647299.0,46760.0,1477685.0,684687.0,160051.0,49411.0,626089.0,900.0,3138.0,0.0,14574956.0
11420.0,QN,12504158.0,659236.0,0.0,686550.0,513611.0,53846.0,76802.0,1159866.0,2058532.0,3074.0,0.0,17715675.0
11421.0,QN,8811908.0,2130413.0,1243736.0,1275667.0,296284.0,82028.0,22221.0,455308.0,27240.0,3700.0,0.0,14348505.0
11422.0,QN,9807075.0,912028.0,0.0,183914.0,630759.0,81696.0,13017.0,613022.0,1125.0,7660.0,0.0,12250296.0
11423.0,QN,8088822.0,1156300.0,1863254.0,650408.0,433803.0,1026553.0,94138.0,833372.0,14860.0,70060.0,0.0,14231570.0
11426.0,QN,5988753.0,925217.0,263883.0,140416.0,419374.0,137706.0,12273.0,1896988.0,1511.0,4092.0,0.0,9790213.0
11427.0,QN,6480001.0,2439732.0,252071.0,156580.0,194145.0,0.0,5985.0,1422805.0,8832.0,2200.0,0.0,10962351.0
11428.0,QN,5665860.0,413322.0,200737.0,641376.0,468403.0,105182.0,54336.0,781900.0,0.0,1560.0,0.0,8332676.0
11429.0,QN,7973715.0,250522.0,98116.0,289568.0,293165.0,472595.0,320215.0,569612.0,800.0,14225.0,0.0,10282533.0
11430.0,QN,0.0,0.0,0.0,0.0,145538.0,42400.0,17280787.0,29000.0,0.0,1575.0,0.0,17499300.0
11432.0,QN,10004978.0,1935066.0,7411988.0,4106113.0,2882843.0,11270.0,16398.0,10071348.0,1000.0,347427.0,24632.0,36813063.0
11433.0,QN,7908263.0,1140096.0,1509858.0,687421.0,2628482.0,1905305.0,339364.0,2466966.0,13190.0,302961.0,2016.0,18903922.0
11434.0,QN,14468019.0,415238.0,8590953.0,539988.0,1809192.0,2264896.0,179473.0,2952011.0,58576.0,269843.0,0.0,31548189.0
11435.0,QN,7269926.0,3208123.0,6945106.0,2739510.0,2524058.0,947696.0,161316.0,2446475.0,42550.0,165950.0,0.0,26450710.0
11436.0,QN,5586085.0,76479.0,280000.0,171534.0,919551.0,20928.0,10334.0,688660.0,600.0,0.0,0.0,7754171.0
11451.0,QN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11691.0,QN,10015055.0,2401030.0,9220076.0,1516850.0,826680.0,387791.0,141782.0,3191792.0,22917.0,15738.0,1976.0,27741687.0
11692.0,QN,3977702.0,547551.0,3935524.0,312001.0,139526.0,82475.0,43445.0,565739.0,77057.0,49304.0,0.0,9730324.0
11693.0,QN,2056437.0,505764.0,2512711.0,160729.0,191077.0,298627.0,0.0,400212.0,69621.0,16344.0,0.0,6211522.0
11694.0,QN,6464649.0,1523505.0,2726703.0,606627.0,493090.0,37309.0,27067.0,1569369.0,800.0,4500.0,0.0,13453619.0
11695.0,QN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62000.0,0.0,0.0,62000.0
11697.0,QN,2411300.0,0.0,0.0,0.0,0.0,0.0,0.0,261550.0,12252000.0,0.0,0.0,14924850.0
12345.0,MN,0.0,0.0,0.0,25456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25456.0
