,"ZIP
code",Adjusted Gross Income,Number of returns,Single Returns,Joint Returns,Head of Household Returns,Elderly Returns (60+)
2219,11368.0,"$50,000 - $74,999",5330,1900,1800,1520,790
2220,11368.0,"$75,000 -  $99,999",2000,640,850,460,350
2221,11368.0,"$100,000 - $199,999",1440,400,770,260,270
2222,11368.0,"$200,000+",110,30,70,** ,40
2223,,,,,,,
2224,11369.0,total,"18,230","8,750","4,800","4,370","3,140"
2225,11369.0,"< $25,000",8700,5160,1500,1920,1380
2226,11369.0,"$25,000 - $49,999",4780,2020,1290,1390,710
2227,11369.0,"$50,000 - $74,999",2360,930,760,620,450
2228,11369.0,"$75,000 -  $99,999",1140,370,490,250,280
2229,11369.0,"$100,000 - $199,999",1110,240,670,190,270
2230,11369.0,"$200,000+",140,30,90,** ,50
2231,,,,,,,
2232,11370.0,total,"13,390","6,450","4,470","2,140","2,630"
2233,11370.0,"< $25,000",5890,3560,1310,900,1170
2234,11370.0,"$25,000 - $49,999",3180,1370,1100,630,500
2235,11370.0,"$50,000 - $74,999",1820,790,640,330,370
2236,11370.0,"$75,000 -  $99,999",1040,390,470,140,230
2237,11370.0,"$100,000 - $199,999",1250,310,780,140,310
2238,11370.0,"$200,000+",210,30,170,** ,50
2239,,,,,,,
2240,11372.0,total,"35,250","18,430","10,260","5,720","7,250"
2241,11372.0,"< $25,000",15500,9880,2870,2440,3290
2242,11372.0,"$25,000 - $49,999",8230,3820,2420,1780,1390
2243,11372.0,"$50,000 - $74,999",4920,2390,1520,860,1060
2244,11372.0,"$75,000 -  $99,999",2650,1170,1060,340,590
2245,11372.0,"$100,000 - $199,999",3160,1020,1800,270,730
2246,11372.0,"$200,000+",790,150,590,30,190
2247,,,,,,,
2248,11373.0,total,"50,920","25,540","16,430","7,900","8,760"
2249,11373.0,"< $25,000",26320,15800,6240,3790,4790
2250,11373.0,"$25,000 - $49,999",12770,5310,4790,2410,1680
2251,11373.0,"$50,000 - $74,999",5990,2590,2250,1000,1010
2252,11373.0,"$75,000 -  $99,999",2870,1040,1330,430,570
2253,11373.0,"$100,000 - $199,999",2580,710,1550,270,590
2254,11373.0,"$200,000+",390,90,270,** ,120
2255,,,,,,,
2256,11374.0,total,"23,220","11,950","7,440","3,170","5,800"
2257,11374.0,"< $25,000",7810,5100,1560,970,2240
2258,11374.0,"$25,000 - $49,999",4830,2510,1320,870,1070
2259,11374.0,"$50,000 - $74,999",3750,1970,1000,640,860
2260,11374.0,"$75,000 -  $99,999",2520,1150,930,340,590
2261,11374.0,"$100,000 - $199,999",3460,1080,1980,310,820
2262,11374.0,"$200,000+",850,140,650,40,220
2263,,,,,,,
2264,11375.0,total,"35,810","18,770","12,510","3,420","10,340"
2265,11375.0,"< $25,000",8860,6320,1460,850,2880
2266,11375.0,"$25,000 - $49,999",5800,3420,1420,780,1630
2267,11375.0,"$50,000 - $74,999",5450,3290,1300,610,1470
2268,11375.0,"$75,000 -  $99,999",4410,2370,1360,500,1250
2269,11375.0,"$100,000 - $199,999",7630,2750,4110,550,2130
2270,11375.0,"$200,000+",3660,620,2860,130,980
2271,,,,,,,
2272,11377.0,total,"46,020","24,670","13,870","6,320","8,220"
2273,11377.0,"< $25,000",20620,13210,4290,2680,3830
2274,11377.0,"$25,000 - $49,999",11180,5330,3600,1940,1610
2275,11377.0,"$50,000 - $74,999",6470,3250,2020,1000,1070
2276,11377.0,"$75,000 -  $99,999",3500,1590,1390,410,710
2277,11377.0,"$100,000 - $199,999",3620,1150,2110,260,840
2278,11377.0,"$200,000+",630,140,460,30,160
2279,,,,,,,
2280,11378.0,total,"17,840","8,560","6,210","2,640","3,700"
2281,11378.0,"< $25,000",6670,4290,1260,990,1480
2282,11378.0,"$25,000 - $49,999",4080,1980,1200,780,710
2283,11378.0,"$50,000 - $74,999",2610,1210,860,440,510
2284,11378.0,"$75,000 -  $99,999",1680,560,840,230,390
2285,11378.0,"$100,000 - $199,999",2340,450,1680,200,500
2286,11378.0,"$200,000+",460,70,370,** ,110
2287,,,,,,,
2288,11379.0,total,"17,960","8,680","6,600","2,180","4,920"
2289,11379.0,"< $25,000",5470,3770,970,610,1620
2290,11379.0,"$25,000 - $49,999",3620,2000,940,590,890
2291,11379.0,"$50,000 - $74,999",2830,1420,830,460,740
2292,11379.0,"$75,000 -  $99,999",2010,780,890,260,550
2293,11379.0,"$100,000 - $199,999",3200,620,2260,240,900
2294,11379.0,"$200,000+",830,90,710,20,220
2295,,,,,,,
2296,11385.0,total,"49,320","26,020","13,660","8,670","7,570"
2297,11385.0,"< $25,000",19120,12690,2980,3170,3090
2298,11385.0,"$25,000 - $49,999",12860,6880,2840,2860,1560
2299,11385.0,"$50,000 - $74,999",7870,3850,2270,1520,1180
2300,11385.0,"$75,000 -  $99,999",4030,1460,1820,660,700
2301,11385.0,"$100,000 - $199,999",4780,1030,3230,440,880
2302,11385.0,"$200,000+",660,110,520,20,160
2303,,,,,,,
2304,11411.0,total,"10,820","5,400","1,840","3,220","2,930"
2305,11411.0,"< $25,000",3500,2420,250,770,920
2306,11411.0,"$25,000 - $49,999",2860,1450,310,1010,670
2307,11411.0,"$50,000 - $74,999",1800,780,270,670,530
2308,11411.0,"$75,000 -  $99,999",1190,410,300,410,370
2309,11411.0,"$100,000 - $199,999",1310,320,590,360,390
2310,11411.0,"$200,000+",160,20,120,** ,50
2311,,,,,,,
2312,11412.0,total,"19,530","9,710","2,740","6,490","3,970"
2313,11412.0,"< $25,000",7190,4780,450,1810,1390
2314,11412.0,"$25,000 - $49,999",5720,2750,560,2240,1050
2315,11412.0,"$50,000 - $74,999",3080,1260,460,1230,700
2316,11412.0,"$75,000 -  $99,999",1670,530,430,650,420
2317,11412.0,"$100,000 - $199,999",1730,370,750,560,370
2318,11412.0,"$200,000+",140,20,90,** ,40
2319,,,,,,,
2320,11413.0,total,"21,820","10,750","3,300","7,050","4,880"
2321,11413.0,"< $25,000",7560,5070,440,1880,1490
2322,11413.0,"$25,000 - $49,999",5920,2860,590,2290,1190
2323,11413.0,"$50,000 - $74,999",3530,1480,500,1410,860
2324,11413.0,"$75,000 -  $99,999",2130,710,510,810,580
2325,11413.0,"$100,000 - $199,999",2400,590,1060,640,670
2326,11413.0,"$200,000+",280,40,200,20,90
2327,,,,,,,
2328,11414.0,total,"13,420","6,730","4,400","1,960","4,280"
2329,11414.0,"< $25,000",3670,2670,480,450,1260
2330,11414.0,"$25,000 - $49,999",2730,1540,580,550,820
2331,11414.0,"$50,000 - $74,999",2260,1150,600,430,700
2332,11414.0,"$75,000 -  $99,999",1620,660,630,270,500
2333,11414.0,"$100,000 - $199,999",2530,620,1620,240,770
2334,11414.0,"$200,000+",610,90,490,20,230
2335,,,,,,,
2336,11415.0,total,"9,710","5,160","2,900","1,330","2,250"
2337,11415.0,"< $25,000",2840,1920,490,350,720
2338,11415.0,"$25,000 - $49,999",1970,1080,470,360,400
2339,11415.0,"$50,000 - $74,999",1780,1010,410,270,380
2340,11415.0,"$75,000 -  $99,999",1170,570,380,180,280
2341,11415.0,"$100,000 - $199,999",1550,510,850,170,350
2342,11415.0,"$200,000+",400,70,300,** ,120
2343,,,,,,,
2344,11416.0,total,"12,570","5,620","3,620","3,110","1,680"
2345,11416.0,"< $25,000",5980,3390,1230,1280,810
2346,11416.0,"$25,000 - $49,999",3580,1360,1040,1100,410
2347,11416.0,"$50,000 - $74,999",1640,560,570,480,220
2348,11416.0,"$75,000 -  $99,999",710,180,360,150,120
2349,11416.0,"$100,000 - $199,999",620,130,390,100,120
2350,11416.0,"$200,000+",40,** ,30,** ,** 
2351,,,,,,,
2352,11417.0,total,"15,050","6,860","4,630","3,240","2,570"
2353,11417.0,"< $25,000",6020,3570,1220,1130,1050
2354,11417.0,"$25,000 - $49,999",4030,1780,1070,1090,580
2355,11417.0,"$50,000 - $74,999",2220,870,720,560,360
2356,11417.0,"$75,000 -  $99,999",1230,380,570,260,260
2357,11417.0,"$100,000 - $199,999",1380,240,920,200,270
2358,11417.0,"$200,000+",170,20,130,** ,50
2359,,,,,,,
2360,11418.0,total,"18,000","8,520","5,140","3,950","3,030"
2361,11418.0,"< $25,000",8030,4870,1420,1600,1320
2362,11418.0,"$25,000 - $49,999",4650,1960,1220,1350,680
2363,11418.0,"$50,000 - $74,999",2380,940,780,590,380
2364,11418.0,"$75,000 -  $99,999",1250,390,580,240,260
2365,11418.0,"$100,000 - $199,999",1410,310,920,170,320
2366,11418.0,"$200,000+",280,50,220,** ,70
2367,,,,,,,
2368,11419.0,total,"24,130","11,620","6,930","5,070","3,780"
2369,11419.0,"< $25,000",11870,7370,2220,2070,1760
2370,11419.0,"$25,000 - $49,999",6640,2710,1940,1810,910
2371,11419.0,"$50,000 - $74,999",2930,970,1140,730,510
2372,11419.0,"$75,000 -  $99,999",1410,370,720,300,290
2373,11419.0,"$100,000 - $199,999",1170,200,820,160,280
2374,11419.0,"$200,000+",110,** ,90,** ,30
2375,,,,,,,
2376,11420.0,total,"23,560","10,820","6,310","5,870","4,090"
2377,11420.0,"< $25,000",9810,6000,1590,2030,1650
2378,11420.0,"$25,000 - $49,999",6520,2750,1520,2070,980
2379,11420.0,"$50,000 - $74,999",3440,1230,1150,960,620
2380,11420.0,"$75,000 -  $99,999",1790,480,780,470,370
2381,11420.0,"$100,000 - $199,999",1820,340,1130,320,420
2382,11420.0,"$200,000+",180,20,140,20,50
2383,,,,,,,
2384,11421.0,total,"20,780","9,850","5,690","4,920","3,430"
2385,11421.0,"< $25,000",9120,5490,1540,1960,1480
2386,11421.0,"$25,000 - $49,999",5490,2360,1400,1640,730
2387,11421.0,"$50,000 - $74,999",2950,1200,910,780,500
2388,11421.0,"$75,000 -  $99,999",1490,440,710,320,330
2389,11421.0,"$100,000 - $199,999",1570,360,1000,220,350
2390,11421.0,"$200,000+",160,** ,130,** ,40
2391,,,,,,,
2392,11422.0,total,"16,640","8,200","2,570","5,340","3,470"
2393,11422.0,"< $25,000",5720,3920,380,1300,1080
2394,11422.0,"$25,000 - $49,999",4530,2210,460,1710,810
2395,11422.0,"$50,000 - $74,999",2780,1100,410,1160,640
2396,11422.0,"$75,000 -  $99,999",1590,540,360,610,390
2397,11422.0,"$100,000 - $199,999",1820,410,810,540,480
2398,11422.0,"$200,000+",200,20,150,20,70
2399,,,,,,,
2400,11423.0,total,"15,380","7,120","4,150","3,730","3,370"
2401,11423.0,"< $25,000",6100,3750,960,1270,1240
2402,11423.0,"$25,000 - $49,999",4230,1850,930,1320,770
2403,11423.0,"$50,000 - $74,999",2220,850,690,610,530
2404,11423.0,"$75,000 -  $99,999",1190,360,510,280,310
2405,11423.0,"$100,000 - $199,999",1310,260,790,250,380
2406,11423.0,"$200,000+",330,50,270,** ,140
2407,,,,,,,
2408,11426.0,total,"9,280","4,370","3,720",960,"2,440"
2409,11426.0,"< $25,000",3030,2090,630,250,690
2410,11426.0,"$25,000 - $49,999",1880,910,650,270,420
2411,11426.0,"$50,000 - $74,999",1380,680,470,190,370
2412,11426.0,"$75,000 -  $99,999",970,350,460,110,320
2413,11426.0,"$100,000 - $199,999",1650,300,1190,140,520
2414,11426.0,"$200,000+",370,40,320,** ,120
2415,,,,,,,
2416,11427.0,total,"11,980","5,610","4,080","2,000","3,120"
2417,11427.0,"< $25,000",4110,2680,810,530,1000
2418,11427.0,"$25,000 - $49,999",2830,1300,810,650,650
2419,11427.0,"$50,000 - $74,999",1820,800,560,400,470
2420,11427.0,"$75,000 -  $99,999",1210,440,500,230,350
2421,11427.0,"$100,000 - $199,999",1610,350,1060,170,500
2422,11427.0,"$200,000+",400,40,340,20,150
2423,,,,,,,
2424,11428.0,total,"10,030","4,650","3,100","2,040","2,180"
2425,11428.0,"< $25,000",3710,2360,650,630,760
2426,11428.0,"$25,000 - $49,999",2650,1250,640,680,480
2427,11428.0,"$50,000 - $74,999",1530,580,520,380,370
2428,11428.0,"$75,000 -  $99,999",930,280,440,190,260
2429,11428.0,"$100,000 - $199,999",1100,180,750,160,280
2430,11428.0,"$200,000+",110,** ,100,** ,30
2431,,,,,,,
2432,11429.0,total,"13,500","6,630","2,380","4,120","2,890"
2433,11429.0,"< $25,000",5140,3380,470,1200,980
2434,11429.0,"$25,000 - $49,999",3860,1720,530,1480,750
2435,11429.0,"$50,000 - $74,999",2110,880,390,770,520
2436,11429.0,"$75,000 -  $99,999",1120,360,360,360,310
2437,11429.0,"$100,000 - $199,999",1190,290,570,310,300
2438,11429.0,"$200,000+",80,** ,60,** ,30
2439,,,,,,,
2440,11430.0,total,180,110,0,40,40
2441,11430.0,"< $25,000",60,40,0,20,** 
2442,11430.0,"$25,000 - $49,999",30,20,0,** ,** 
2443,11430.0,"$50,000 - $74,999",50,50,0,20,40
2444,11430.0,"$75,000 -  $99,999",40,** ,0,** ,** 
2445,11430.0,"$100,000 - $199,999",** ,** ,0,** ,** 
2446,11430.0,"$200,000+",** ,** ,0,** ,** 
2447,,,,,,,
2448,11432.0,total,"28,240","13,120","9,630","4,860","5,650"
2449,11432.0,"< $25,000",12800,7440,3060,2070,2290
2450,11432.0,"$25,000 - $49,999",7110,2810,2630,1500,1150
2451,11432.0,"$50,000 - $74,999",3540,1480,1230,700,770
2452,11432.0,"$75,000 -  $99,999",1910,710,840,310,470
2453,11432.0,"$100,000 - $199,999",2200,560,1340,250,670
2454,11432.0,"$200,000+",680,120,530,30,300
2455,,,,,,,
2456,11433.0,total,"16,780","7,950","3,050","5,410","2,650"
2457,11433.0,"< $25,000",7690,4610,880,2090,1150
2458,11433.0,"$25,000 - $49,999",4820,1980,860,1870,660
2459,11433.0,"$50,000 - $74,999",2270,850,510,840,410
2460,11433.0,"$75,000 -  $99,999",1050,300,320,370,190
2461,11433.0,"$100,000 - $199,999",880,210,430,240,240
2462,11433.0,"$200,000+",70,** ,50,** ,** 
2463,,,,,,,
2464,11434.0,total,"33,200","16,950","4,490","10,870","7,250"
2465,11434.0,"< $25,000",12240,8170,750,3130,2420
2466,11434.0,"$25,000 - $49,999",9770,4700,990,3790,2030
2467,11434.0,"$50,000 - $74,999",5650,2400,860,2180,1360
2468,11434.0,"$75,000 -  $99,999",2820,1000,670,1030,710
2469,11434.0,"$100,000 - $199,999",2530,640,1110,710,670
2470,11434.0,"$200,000+",190,40,110,30,60
2471,,,,,,,
2472,11435.0,total,"26,800","12,990","7,200","5,990","4,760"
2473,11435.0,"< $25,000",11400,6720,2120,2370,2010
2474,11435.0,"$25,000 - $49,999",7090,3110,1790,1990,1060
2475,11435.0,"$50,000 - $74,999",3880,1730,1160,880,750
2476,11435.0,"$75,000 -  $99,999",2180,830,850,430,430
2477,11435.0,"$100,000 - $199,999",2030,550,1130,320,440
2478,11435.0,"$200,000+",220,50,150,** ,70
2479,,,,,,,
2480,11436.0,total,"9,790","4,600","1,860","3,080","1,610"
2481,11436.0,"< $25,000",3910,2440,380,1000,600
2482,11436.0,"$25,000 - $49,999",2830,1210,450,1080,400
2483,11436.0,"$50,000 - $74,999",1560,570,390,570,300
2484,11436.0,"$75,000 -  $99,999",790,240,260,260,160
2485,11436.0,"$100,000 - $199,999",660,140,350,170,150
2486,11436.0,"$200,000+",40,** ,30,** ,** 
2487,,,,,,,
2488,11501.0,total,"11,150","5,890","4,000",990,"3,080"
2489,11501.0,"< $25,000",2800,2200,350,220,670
2490,11501.0,"$25,000 - $49,999",2010,1280,410,270,530
2491,11501.0,"$50,000 - $74,999",1770,1090,420,190,520
2492,11501.0,"$75,000 -  $99,999",1280,600,480,140,410
2493,11501.0,"$100,000 - $199,999",2420,610,1620,140,740
2494,11501.0,"$200,000+",870,110,720,30,210
2495,,,,,,,
2496,11507.0,total,"3,860","1,760","1,770",240,"1,210"
2497,11507.0,"< $25,000",930,750,120,40,210
2498,11507.0,"$25,000 - $49,999",550,360,130,40,150
2499,11507.0,"$50,000 - $74,999",450,250,130,50,150
2500,11507.0,"$75,000 -  $99,999",360,160,150,40,140
2501,11507.0,"$100,000 - $199,999",900,180,660,70,350
2502,11507.0,"$200,000+",670,60,580,** ,210
2503,,,,,,,
2504,11509.0,total,"1,300",660,510,60,590
2505,11509.0,"< $25,000",290,240,30,20,80
2506,11509.0,"$25,000 - $49,999",160,110,30,** ,50
2507,11509.0,"$50,000 - $74,999",150,100,30,20,50
2508,11509.0,"$75,000 -  $99,999",110,70,20,** ,60
2509,11509.0,"$100,000 - $199,999",280,90,160,20,160
2510,11509.0,"$200,000+",310,50,240,** ,190
2511,,,,,,,
2512,11510.0,total,"18,570","9,010","5,420","3,600","4,360"
2513,11510.0,"< $25,000",5290,4070,390,740,910
2514,11510.0,"$25,000 - $49,999",3550,2060,540,870,670
2515,11510.0,"$50,000 - $74,999",2620,1280,540,690,660
2516,11510.0,"$75,000 -  $99,999",2040,740,620,560,580
2517,11510.0,"$100,000 - $199,999",3950,760,2380,680,1180
2518,11510.0,"$200,000+",1120,100,950,60,360
2519,,,,,,,
2520,11514.0,total,"2,560","1,290",990,230,730
2521,11514.0,"< $25,000",630,500,80,40,150
2522,11514.0,"$25,000 - $49,999",470,290,110,60,120
2523,11514.0,"$50,000 - $74,999",410,230,110,50,120
2524,11514.0,"$75,000 -  $99,999",290,130,120,30,100
2525,11514.0,"$100,000 - $199,999",570,120,400,50,180
2526,11514.0,"$200,000+",190,20,170,** ,60
2527,,,,,,,
2528,11516.0,total,"3,280","1,370","1,540",280,920
2529,11516.0,"< $25,000",920,680,130,90,200
2530,11516.0,"$25,000 - $49,999",540,280,160,80,140
2531,11516.0,"$50,000 - $74,999",350,160,120,40,110
2532,11516.0,"$75,000 -  $99,999",290,100,150,30,90
2533,11516.0,"$100,000 - $199,999",680,120,520,40,240
2534,11516.0,"$200,000+",500,30,460,** ,140
2535,,,,,,,
2536,11518.0,total,"5,730","2,890","2,150",530,"1,680"
2537,11518.0,"< $25,000",1410,1150,120,110,340
2538,11518.0,"$25,000 - $49,999",970,640,180,140,280
2539,11518.0,"$50,000 - $74,999",850,510,190,120,250
2540,11518.0,"$75,000 -  $99,999",640,290,260,60,220
2541,11518.0,"$100,000 - $199,999",1290,260,900,100,400
2542,11518.0,"$200,000+",570,40,500,** ,190
2543,,,,,,,
2544,11520.0,total,"24,410","12,890","5,310","5,740","4,780"
2545,11520.0,"< $25,000",9380,6530,890,1840,1360
2546,11520.0,"$25,000 - $49,999",6120,3080,1030,1890,910
2547,11520.0,"$50,000 - $74,999",3400,1610,770,930,790
2548,11520.0,"$75,000 -  $99,999",2020,780,630,530,580
2549,11520.0,"$100,000 - $199,999",2880,780,1530,510,920
2550,11520.0,"$200,000+",610,110,460,40,220
2551,,,,,,,
2552,11530.0,total,"14,650","6,910","6,760",660,"4,680"
2553,11530.0,"< $25,000",3270,2920,190,100,590
2554,11530.0,"$25,000 - $49,999",1510,1150,220,100,410
2555,11530.0,"$50,000 - $74,999",1400,950,300,100,490
2556,11530.0,"$75,000 -  $99,999",1140,630,380,80,480
2557,11530.0,"$100,000 - $199,999",3080,850,1960,190,1380
2558,11530.0,"$200,000+",4250,410,3710,90,1330
2559,,,,,,,
2560,11542.0,total,"13,720","7,120","4,360","1,890","3,900"
2561,11542.0,"< $25,000",4710,3410,510,700,970
2562,11542.0,"$25,000 - $49,999",2930,1660,580,610,690
2563,11542.0,"$50,000 - $74,999",1820,950,550,260,570
2564,11542.0,"$75,000 -  $99,999",1160,460,510,140,410
2565,11542.0,"$100,000 - $199,999",2130,500,1430,150,840
2566,11542.0,"$200,000+",970,140,780,30,420
2567,,,,,,,
2568,11545.0,total,"6,010","2,810","2,790",310,"1,880"
2569,11545.0,"< $25,000",1430,1250,100,60,230
2570,11545.0,"$25,000 - $49,999",730,540,110,60,170
2571,11545.0,"$50,000 - $74,999",570,360,150,50,180
2572,11545.0,"$75,000 -  $99,999",450,230,170,40,180
2573,11545.0,"$100,000 - $199,999",1140,280,780,60,460
2574,11545.0,"$200,000+",1690,150,1480,40,660
2575,,,,,,,
2576,11548.0,total,700,350,270,60,210
2577,11548.0,"< $25,000",220,190,20,** ,40
2578,11548.0,"$25,000 - $49,999",120,70,30,40,40
2579,11548.0,"$50,000 - $74,999",80,50,50,** ,50
2580,11548.0,"$75,000 -  $99,999",40,** ,** ,20,** 
2581,11548.0,"$100,000 - $199,999",140,40,90,** ,50
2582,11548.0,"$200,000+",100,** ,80,** ,30
2583,,,,,,,
2584,11550.0,total,"29,230","15,490","4,850","8,350","4,480"
2585,11550.0,"< $25,000",13160,8980,960,3100,1400
2586,11550.0,"$25,000 - $49,999",8190,3770,1200,3060,1120
2587,11550.0,"$50,000 - $74,999",3570,1510,760,1180,740
2588,11550.0,"$75,000 -  $99,999",1830,640,580,540,490
2589,11550.0,"$100,000 - $199,999",2100,530,1070,440,610
2590,11550.0,"$200,000+",380,60,280,30,120
2591,,,,,,,
2592,11552.0,total,"13,020","6,220","4,410","2,070","3,250"
2593,11552.0,"< $25,000",3730,2840,370,460,690
2594,11552.0,"$25,000 - $49,999",2590,1460,470,590,570
2595,11552.0,"$50,000 - $74,999",1820,900,450,410,490
2596,11552.0,"$75,000 -  $99,999",1380,480,550,280,420
2597,11552.0,"$100,000 - $199,999",2530,460,1720,300,780
2598,11552.0,"$200,000+",970,80,850,30,300
2599,,,,,,,
2600,11553.0,total,"14,770","7,660","2,740","4,040","2,540"
2601,11553.0,"< $25,000",6020,4170,490,1270,790
2602,11553.0,"$25,000 - $49,999",4280,2040,670,1470,610
2603,11553.0,"$50,000 - $74,999",2090,830,510,690,460
2604,11553.0,"$75,000 -  $99,999",1120,340,380,360,280
2605,11553.0,"$100,000 - $199,999",1130,260,590,250,350
2606,11553.0,"$200,000+",130,20,100,** ,50
2607,,,,,,,
2608,11554.0,total,"19,800","9,730","8,030","1,620","6,210"
2609,11554.0,"< $25,000",5190,4150,630,340,1420
2610,11554.0,"$25,000 - $49,999",3600,2320,780,410,1000
2611,11554.0,"$50,000 - $74,999",2830,1550,870,310,940
2612,11554.0,"$75,000 -  $99,999",2130,830,980,250,800
2613,11554.0,"$100,000 - $199,999",4600,760,3480,280,1550
2614,11554.0,"$200,000+",1450,120,1290,30,500
2615,,,,,,,
2616,11557.0,total,"4,170","1,890","1,820",370,"1,340"
2617,11557.0,"< $25,000",1030,860,100,60,180
2618,11557.0,"$25,000 - $49,999",550,340,120,80,140
2619,11557.0,"$50,000 - $74,999",460,270,120,60,160
2620,11557.0,"$75,000 -  $99,999",370,150,130,70,130
2621,11557.0,"$100,000 - $199,999",870,180,590,80,340
2622,11557.0,"$200,000+",890,90,760,20,390
2623,,,,,,,
2624,11558.0,total,"4,310","2,240","1,480",520,"1,150"
2625,11558.0,"< $25,000",1320,1030,120,150,250
2626,11558.0,"$25,000 - $49,999",810,470,200,140,200
2627,11558.0,"$50,000 - $74,999",640,350,170,100,180
2628,11558.0,"$75,000 -  $99,999",430,170,180,60,140
2629,11558.0,"$100,000 - $199,999",850,180,590,70,280
2630,11558.0,"$200,000+",260,40,220,** ,100
2631,,,,,,,
2632,11559.0,total,"3,880","1,780","1,700",300,"1,230"
2633,11559.0,"< $25,000",1190,930,150,90,210
2634,11559.0,"$25,000 - $49,999",550,300,150,80,120
2635,11559.0,"$50,000 - $74,999",410,220,130,50,130
2636,11559.0,"$75,000 -  $99,999",310,110,150,30,110
2637,11559.0,"$100,000 - $199,999",530,140,340,50,220
2638,11559.0,"$200,000+",890,80,780,** ,440
2639,,,,,,,
2640,11560.0,total,"3,380","1,690","1,360",250,"1,010"
2641,11560.0,"< $25,000",910,740,70,80,170
2642,11560.0,"$25,000 - $49,999",480,330,90,50,110
2643,11560.0,"$50,000 - $74,999",370,240,90,30,110
2644,11560.0,"$75,000 -  $99,999",240,130,80,30,90
2645,11560.0,"$100,000 - $199,999",620,170,390,60,230
2646,11560.0,"$200,000+",760,80,640,** ,300
2647,,,,,,,
2648,11561.0,total,"19,520","11,550","5,590","1,880","5,630"
2649,11561.0,"< $25,000",4770,3770,390,530,1140
2650,11561.0,"$25,000 - $49,999",3150,2200,420,450,780
2651,11561.0,"$50,000 - $74,999",2870,1970,490,310,800
2652,11561.0,"$75,000 -  $99,999",2410,1470,630,220,750
2653,11561.0,"$100,000 - $199,999",4270,1760,2090,300,1430
2654,11561.0,"$200,000+",2050,380,1570,70,730
2655,,,,,,,
2656,11563.0,total,"11,610","5,790","4,380","1,170","3,320"
2657,11563.0,"< $25,000",2980,2370,310,260,780
2658,11563.0,"$25,000 - $49,999",1860,1170,360,280,510
2659,11563.0,"$50,000 - $74,999",1680,1020,390,210,490
2660,11563.0,"$75,000 -  $99,999",1360,600,510,190,490
